Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/02/2008|07/07/2008|50.8|P|POSTAGE THROUGH JUNE 2008|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/02/2008|09/16/2008|36|P|BOTTLED WATER FOR CAMPAIGNING|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|10/02/2008|09/24/2008|26.24|P|BOTTLED WATER FOR CAMPAIGNING|999
STATE HEALTH PAC|99PAC00085|10/03/2008|08/18/2008|100|C|Steve Lathrop never cashed|
STATE HEALTH PAC|99PAC00085|10/03/2008|08/18/2008|100|C|Don Preister never cashed|
NE BANKERS STATE PAC|99PAC00041|10/03/2008|07/22/2008|250|C|Returned Contribution-Howard for Legis|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|10/06/2008|08/31/2008|250|C|Kraft for Legislature - Never Cashed|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|10/06/2008|08/31/2008|150|C|Ashford for Legislature - Never Cashed|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|10/06/2008|08/31/2008|150|C|Swanson for Legislature - Never Cashed|
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|10/06/2008|07/29/2008|100|C|12/11/07 CHECK TO HEIDEMANN FOR LEGISLATURE NOT RECEIVED BY CAMPAIGN. CHECK CANCELLED, NEW CHECK NOT ISSUED.|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/06/2008|08/25/2008|129|P|NE Dept. of Revenue|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/06/2008|08/25/2008|275|P|Ted McElderry CPA - Audit|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/06/2008|08/25/2008|30|P|Great Western Bank - Wire Transfer Fee|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2008|08/25/2008|150|P|database updating|
NAPE/AFSCME PEOPLE PAC|99PAC00035|10/06/2008|09/15/2008|6|C|refund of contributions|
CARE PAC|99PAC00016|10/06/2008|06/19/2008|-50|C|munger for legislature|
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|10/06/2008|08/25/2008|1115|C|Tony Fulton for Legislature - PAC Limit|
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|99PAC00034|10/06/2008|06/22/2008|10|R|Terry Adams June Payroll|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/08/2008|08/12/2008|5000|A|money collected and forward to internati|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/08/2008|08/27/2008|5509.56|A|money collected and forward to inter|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/08/2008|09/30/2008|5000|A|addition error on previous report|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/07/2008|09/30/2008|5143.88|P|Amt collected on behalf-Amer. Optometric|
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|10/17/2008|07/18/2008|500|C|Lavon Heidemann returned contribution|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/21/2008|10/20/2008|500|C|RETURN OF 9/18/2008 CONTRIBUTION TO TONY FULTON|999
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|04/11/2008|01/16/2008|600|C|Returned donation (ck) from candidate|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/22/2008|07/01/2008|274.04|A|Interest Income|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/22/2008|08/01/2008|273.68|A|Interest Income|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|10/22/2008|09/02/2008|257.28|A|Interest Income|
NE DENTAL PAC|99PAC00053|10/23/2008|10/01/2008|3|A|BANK SERVICE CHARGE|999
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|10/27/2008|10/10/2008|1000|C|ABBIE CORNETT FOR LEGIS RETURNED CONTRIBUTION|999
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|10/27/2008|10/06/2008|3|A|bank service charge|
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|01/13/2009|10/27/2008|7.35|A|postage|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/27/2008|10/20/2008|500|C|friends for abbie cornett|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/27/2008|10/20/2008|500|C|lautenbaugh for legislature|
NE PETROLEUM PAC|99PAC00062|05/05/2008|04/28/2008|-113.11|A|ineligble expense, will be reimbursed|
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|01/13/2009|10/23/2008|12.6|A|postage|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|10/21/2008|22.25|P|union bank deluxe check charge|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|11/28/2008|4.51|P|union bank service charge|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|12/11/2008|259|P|federal income tax|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|12/11/2008|41|P|state income tax|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|12/31/2008|8.72|P|union bank service charge|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2008|12/31/2008|142.24|A|interest income|
NE PETROLEUM PAC|99PAC00062|01/14/2009|10/28/2008|113.11|A|Reimbursement from Marketers Assn.|
STATE HEALTH PAC|99PAC00085|03/06/2009|01/28/2009|100|R|Friends for Abbie Cornett-Returned Cont.|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|10/21/2008|22.25|P|Union Bank Deluxe Check Charge|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|03/09/2009|01/05/2009|500|C|CONTRIBUTION TO GESCHWENDER RETURNED|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|12/11/2008|41|P|State Income Tax|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|11/28/2008|4.51|P|Union Bank Service Charge|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|12/31/2008|8.72|P|Union Bank Service Charge|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|12/31/2008|142.24|A|Interest Income|
NE REALTORS PAC|99PAC00064|05/04/2009|03/30/2009|100|C|2008 ANNUAL STMT LISTED EXPENDITURE TO KURT GESCHWENDER COMMITTEE REFUNDED NRA DUE TO HIM BEING OVER HIS LIMIT |999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/15/2009|05/20/2009|27.65|P|POSTAGE AND DESERT FOR INTERVIEW TEAM|999
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/12/2010|03/15/2010|68.79|P|FEDERAL INCOME TAX|999
HOME PAC|99PAC00010|04/12/2010|03/26/2010|178.31|P|printing &amp; mailing regarding homepac|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|04/12/2010|03/27/2010|60|P|wire transfer fee|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|04/12/2010|03/08/2010|882|R|Refund of Contributions Previously Recei|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|04/12/2010|01/05/2010|125|C|Friends of Charlie Janssen|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|04/09/2010|03/31/2010|46.78|A|Bank service Charge|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/12/2010|03/12/2010|11|P|STATE INCOME TAX|999
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|04/26/2010|01/05/2010|7059.15|A|amount deposited into the wrong account|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/18/2010|04/27/2010|-189.41|P|late deposit on 4-26-10 recorded twice|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/01/2008|06/26/2008|150|A|contributions under 250.(Unitemized)|
NE DENTAL PAC|99PAC00053|10/02/2008|06/30/2008|3|A|BANK SERVICE CHARGE|999
NE DENTAL PAC|99PAC00053|10/02/2008|07/30/2008|3|A|BANK SERVICE CHARGE|999
NE DENTAL PAC|99PAC00053|10/02/2008|08/30/2008|3|A|BANK SERVICE CHARGE|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|10/06/2008|07/01/2008|15|P|Great Western Bank - Wire Transfer Fee|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|10/07/2008|07/22/2008|1000|C|Lavon Heidemann-Retd check|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/23/2008|10/06/2008|2581.15|A|money collected International PAC|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/27/2008|10/20/2008|500|C|richard pahls for legislature|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|10/28/2008|10/20/2008|1000|C|check to council for legislature returne|
LOCAL UNION 1140 PAC FUND|05PAC00143|04/11/2008|03/30/2008|250|R|Returned check from Steve Lathrop|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2009|11/28/2008|500|A|The Platte Institute-Annual Ed. Conf.|
AMERICAN COUNCIL OF ENGINEERING COMPANIES/NEB. PAC|06PAC00149|06/19/2009|06/04/2009|175.44|A|Meet Candidates Forum-AGC NE Chapter |
AMERICAN COUNCIL OF ENGINEERING COMPANIES/NEB. PAC|06PAC00149|06/19/2009|06/01/2009|175.5|A|Meet Candidates Forum-AIA|
AMERICAN COUNCIL OF ENGINEERING COMPANIES/NEB. PAC|06PAC00149|06/19/2009|06/01/2009|175.5|A|Meet Candidates Forum-AGC Bldg. Chapter|
FIREFIGHTERS FOR BETTER GOVERNMENT|99PAC00023|06/22/2009|05/27/2009|3000|U|Douglas County Democratic Party|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|99PAC00100|01/05/2010|01/07/2009|200|C|returned check from Heath Mello|
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|99PAC00100|01/05/2010|01/07/2009|200|C|returned check from Nordquist|
NE DENTAL PAC|99PAC00053|01/21/2010|01/01/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|02/01/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|03/01/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|04/01/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|05/01/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|06/01/2009|-27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|07/01/2009|-27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|08/01/2009|-27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|09/01/2009|-27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|10/25/2009|-3|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|11/30/2009|-27.95|A|BANK CHARGE|999
NE DENTAL PAC|99PAC00053|01/21/2010|12/31/2009|-27.95|A|BANK CHARGE|999
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/21/2010|08/11/2009|-3570.45|A|Money collected &amp; forwarded to  IU PAC|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/21/2010|09/15/2009|-1189.29|A|Money collected &amp; forwarded to  IU PAC|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|06/30/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|07/07/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|07/14/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|07/21/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|07/22/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|07/31/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|08/04/2009|-10|A|bank service charge|
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08IRC00486|01/21/2010|08/27/2009|74.34|A|reversal of bank services charges|
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/22/2010|01/28/2009|1000|C|CK RETURNED FROM KEN SCHILZ DATED 8/19/2008|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/01/2010|04/13/2009|218.08|P|2008 FEDERAL TAXES|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/01/2010|07/07/2009|22.38|P|POSTAGE|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/01/2010|12/17/2009|50|P|AUDIT FEE|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/01/2010|01/26/2009|34.55|P|POSTAGE|999
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|02/01/2010|04/13/2009|34.77|P|2008 NE TAXES|999
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/29/2010|10/08/2009|57.89|A|deluxe for business - checks|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|04/09/2010|03/31/2010|13.46|A|Interest Income (Jan 2010-March 2010|
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|06/20/2008|04/29/2008|600|C|munger for legislature|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/23/2008|05/30/2008|30|P||
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|10/27/2008|10/10/2008|150|A|contributiopns under 250.00 unitemized|
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|500|U|SEN. KENT ROGERT, PO BOX 114, TEKAMAH, NE  68061|999
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|500|U|SEN. TIM GRAY, 1001 HOGAN DR., PAPILLION, NE  68046|999
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|100|U|SEN. AMANDA MCGILL, 5045 VINE ST., #520, LINCOLN, NE  68504|999
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|100|U|SEN. BILL AVERY, 1925 E. STREET, LINCOLN, NE  68510|999
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|100|U|SEN. ANNETTE DUBAS, 54906 N. 180 AVE., FULLERTON, NE  68638|999
NE PT PAC  - PHYSICAL THERAPY PAC|99PAC00082|01/05/2009|12/31/2008|100|U|SEN. TOM WHITE, 2517 N. 55 ST., OMAHA, NE  68104|999
ASSOCIATED BEVERAGE DISTRIBUTORS OF NE (PAC)|99PAC00042|10/27/2008|10/18/2008|350|C|Cash for Legislature-exceeded limit|
NE BANKERS STATE PAC|99PAC00041|01/08/2009|10/21/2008|100|C|Returned contribution to Avery|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/09/2009|11/26/2008|1203.12|A|money collected&amp;forward to international|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/09/2009|12/12/2008|1413.52|A|money collected&amp;forward to international|
NEBRASKA-PAC|99PAC00092|01/09/2009|12/03/2008|38|A|renewal of p.o. box|
NEBRASKA-PAC|99PAC00092|01/09/2009|12/02/2008|10|A|bank wire fees|
NEBRASKA-PAC|99PAC00092|01/09/2009|12/02/2008|17.2|A|new check order|
NEBRASKA-PAC|99PAC00092|01/09/2009|12/31/2008|700|A|adj to correct beginning cash balance|
NEBRASKA-PAC|99PAC00092|01/09/2009|10/21/2008|1320.08|I|perform administative duties for pac|
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|01/12/2009|11/06/2008|100|P|CHARITABLE CONTRIBUTION TO THE RARE FOUNDATION|999
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/12/2009|11/14/2008|1000|C|CHARLIE JANSSEN RETURNED CHECK|999
NE DENTAL PAC|99PAC00053|01/12/2009|10/31/2008|3|A|BANK SERVICE CHARGE|999
NE DENTAL PAC|99PAC00053|01/12/2009|11/30/2008|3|A|BANK SERVICE CHARGE|999
NE DENTAL PAC|99PAC00053|01/12/2009|12/31/2008|3|A|BANK SERVICE CHARGE|999
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/12/2009|11/15/2008|2000|C|jassen for legislature|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/12/2009|12/30/2008|3291.95|P|receipts collected for american optomitr|
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|01/13/2009|12/09/2008|391.4|C|return by candidate|
LINCOLN FIREFIGHTERS ASSOCIATION PAC|99PAC00006|01/13/2009|12/01/2008|150|C|lancaster co democrates returned|
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|01/13/2009|12/31/2008|8000|U|PLEDGES MADE IN A PREVIOUS REPORTING PERIOD.|999
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/13/2009|12/03/2008|500|C|heidemann for legislature returned|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/13/2009|12/03/2008|100|C|return contributions burling for legislt|
NE PHARM PAC|99PAC00040|01/13/2009|11/19/2008|1000|P|nebraska republican party reception|
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|01/13/2009|12/31/2008|2500|P|check 1094 sigerson replace by 1100|
NEBRASKA-PAC|99PAC00092|10/06/2008|09/30/2008|1320|I|Received admin services from Greater Oma|
CITIZENS FOR A BETTER TOMORROW|08IRC00492|01/14/2009|12/31/2008|4.45|A|interest on checking account|
FIRST NATIONAL  OF NEBRASKA PAC|99PAC00009|10/01/2010|09/24/2010|250|C|CONTRIBUTION TO CANDIDATE KENT ROGERT FOR LEGISLATURE WAS RETURNED AS HE HAD MET HIS LIMIT.|999
NE REALTORS PAC|99PAC00064|01/13/2009|12/31/2008|199.76|C|inkind cont previously reported was less|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/20/2009|10/23/2008||C|janssen for legislature|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/20/2009|10/23/2008|500|C|Janssen for Legislature|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/13/2009|12/11/2008|259|P|Federal Income Tax|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/15/2008|12/31/2007|317.13|C|Imes for Education returned 12/18/2008|
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|12/03/2008|10/29/2008|1046.21|E|3rdParty US Post Office Haar/Kopplin|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/10/2009|01/21/2009|250|A|VOIDED CK#911 WRITTEN TO EDWARD P. RAINES ON 4/24/07 - NEVER CLEARED BANK|999
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|03/27/2009|03/04/2009|30|P|great western bank wire transfer for fee|
HACCA PAC|09PAC00161|03/27/2009|03/05/2009|52.24|A|Pinnacle Bank charge for checks/deposits|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/05/2009|03/31/2009|500|A|money reimbursed to fund that was paid b|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/05/2009|03/31/2009|-2249.73|A|money collected and forwarded to the uni|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|03/27/2009|01/26/2009|600|C|Tanya Cook for Legislature|
LINCOLN FIREFIGHTERS ASSOCIATION PAC|99PAC00006|03/31/2009|03/23/2009|500|C|NE AFl-CIO reimbursed by LFF|
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|03/31/2009|03/16/2009|1000|C|rich pahls for legislature|
NE PROFESSIONAL FIREFIGHTERS PAC|99PAC00008|03/31/2009|03/16/2009|2500|C|frank brown for city council|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|03/31/2009|03/18/2009|75|A|state of ne late filing fee|
SOUTHWEST NE ECONOMIC SECURITY|99PAC00138|04/01/2009|12/29/2008|300|R|Josh Friesen-Return of contribution|
AGC PAC (HIGHWAY IMPROVEMENT PAC)|99PAC00027|03/10/2009|10/27/2008|7470.12|E|ASAP print services for Haar &amp; Heideman|
HOME PAC|99PAC00010|06/10/2009|05/18/2009|97.64|P| PAID NEBRASKA PRINTING CENTER FOR PRINTING|999
SOUTHWEST NE ECONOMIC SECURITY|99PAC00138|04/01/2009|12/29/2008|300|R|Don Nelsen-Return of contribution|
SOUTHWEST NE ECONOMIC SECURITY|99PAC00138|04/01/2009|12/29/2008|300|R|Monty Schorr-Return of contribution|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Flood Contribution returned|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Fulton Contribution returned|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Heidemann Contribution returned|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Mello Contribution returned|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Nordquist Contribution returned|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Pahls Contribution returned|
INDEPENDENT INSURANCE AGENTS OF NE PAC|99PAC00028|05/13/2010|04/12/2010|100|C|Tom White for Legislature|
NEBRASKANS FOR RESPONSIBLE GOVERNMENT|06IRC00475|02/01/2010|12/31/2009|166.68|A|bank charges and fees|
NE BANKERS STATE PAC|99PAC00041|01/19/2010|05/21/2009|100|C|check returned from tony fulton committe|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/04/2010|04/07/2010|189.41|A|3/31/10 late deposit|
NE MEDICAL PAC|99PAC00058|05/14/2010|04/23/2010|250|I|Molly OHolleran for State School Board|
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/29/2010|05/26/2010|-13257.96|A|dissolvedstatepac will become federalpac|
NE REALTORS PAC|99PAC00064|06/18/2010|05/31/2010|1000|C|EXPENDITURE TO BRUNING FOR ATTORNEY GENERAL DATED 2/05/2010 WAS RETURNED DUE TO HIM BEING OVER HIS LIMIT.|999
NE LEAGUE OF CONSERVATION VOTERS ACTION FUND|08PAC00157|12/03/2008|11/03/2008|3|A|Monthly bank acct. service charge|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/12/2009|12/18/2008|317.13|C|imes for education|
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/12/2009|12/24/2008|1000|C|CHECK TO BRENDA COUNCIL DATED 7/22/2008 NOT DEPOSITED. CHECK VOIDED. REPLACEMENT CHECK ISSUED 12/24/2008 AND REPORTED ABOVE.|999
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/12/2009|12/31/2008|3500|C|E-FILING PROBLEM WORK AROUND, NOT ACTUAL TRANSACTION.|999
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/12/2009|12/08/2008|2500|C|CHECK TO SCHILZ FOR LEGISLATURE DATED 9/2/2008 NOT DEPOSITED. CHECK VOIDED.|999
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/12/2009|12/31/2008|0|A|E-FILING PROBLEM WORK AROUND, NOT ACTUAL TRANSACTION.|999
NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA)|06PAC00150|01/12/2009|12/31/2008|0|R|E-FILING PROBLEM WORK AROUND, NOT ACTUAL TRANSACTION.|999
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|01/12/2009|12/31/2008|600|C|Tanya Cook- added to cash bal in 2009|
OMAHA EDUCATION ASSOCIATION PAC|99PAC00076|01/13/2009|12/31/2008|40500|A|TYPO IN LAST REPORT. AMENDED FORM TO FOLLOW IN HARD COPY PER AUDITOR INSTRUCTIONS|999
TRUCKERS PAC|99PAC00093|02/11/2009|01/15/2008|-7839.86|A|EXPENDITURE FOR TEH 2007 PAC FUNDRAISER WAS PAID ON THE TRUCKING ASSOCIATION CREDIT CARD.  PAC REPAID NTA ON JAN 15, 2008.|999
TRUCKERS PAC|99PAC00093|02/11/2009|04/30/2008|750|C|2007 CONTRIB TO COUNCIL OF STATE GOVTS DISALLOWED BY NADC.  REPAID TO PAC BY NEB TRUCKING ASSOC. 4/30/08|999
SOUTHWEST NE ECONOMIC SECURITY|99PAC00138|04/01/2009|12/29/2008|300|R|Ben Loomis-Return of contribution|
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|04/03/2009|03/16/2009|42|P|USPS FOR PO BOX FEE|999
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|06/15/2009|05/04/2009|26|R|Refunds of Contributions Previoulsy Revd|
STATE HEALTH PAC|99PAC00085|01/31/2006|12/31/2005|-100|C|Lathrop never cashed reported 08/18/2008|
CHIROPRACTORS OF NEBRASKA STATE PAC|99PAC00018|01/12/2009|12/01/2008|100|C|Lathrop given and returned this period|
NE MEDICAL PAC|99PAC00058|10/08/2008|08/13/2008|500|C|Senator Cornett Contribution returned|
NE INSURANCE FEDERATION PAC|99PAC00073|01/26/2010|08/10/2009|250|A|COMMITTE TO ELECT BRENDA COUNCIL, REPLACEMENT CHECK FOR DESTROYED CHECK WROTE 07/02/2008|999
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/27/2010|12/31/2009|70.27|A|interest income 1-2 to 12-31-09|
IA-NE EQUIPMENT DEALERS PAC|99PAC00059|01/27/2010|12/31/2009|-192.41|A|bank service charge 1-1 to 12-31-09|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|08/31/2009|62|P|ne dept of rev|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|09/16/2009|200|P|ted mcelderry cpa fiscal y.e. audit|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|07/01/2009|15|P|wire fee great western bank|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|07/31/2009|15|P|wire fees great western bank|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|09/30/2009|30|P|wire fees great western bank|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|10/29/2009|15|P|wire fees great western bank|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/28/2010|11/30/2009|15|P|wire fees great western bank|
CENTURYLINK NEBRASKA PAC|99PAC00087|01/21/2010|01/01/2009|100|A|void check issued to Annette Dubas|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/28/2010|12/31/2009|24774.74|P|amount collected on behalf of aoapac|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|04/13/2010|03/31/2010|3973.52|P|AOA receipts collect for AOAPAC|
