ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
3704|Pinnacle Bank|August|09/10/2010|03/07/2011|750.00|REDUCED|0.00|03/17/2011||
3705|Valuation Services, Inc.|March|04/10/2009|03/16/2011|750.00|REDUCED|0.00|03/24/2011||
3714|Paul Reed Construction & Supply, Inc.|January|11/10/2010|03/28/2011|750.00|REDUCED|0.00|04/28/2011||
3719|TMCO, Inc.|November|12/10/2010|03/29/2011|750.00|REDUCED|0.00|04/08/2011||
3720|Triage Staffing, Inc.|August|09/10/2010|03/21/2011|750.00|REDUCED|0.00|04/01/2011||
3721|Union Pacific Railroad|December|01/10/2011|04/01/2011|750.00|REDUCED|0.00|04/08/2011||
3722|American National Corporation|September|10/10/2010|04/08/2011|750.00|REDUCED|0.00|04/21/2011||
3723|Anthony, Inc.|September|10/12/2010|04/15/2011|750.00|REDUCED|0.00|04/20/2011||
3724|ConAgra Foods, Inc.|July|08/10/2010|04/04/2011|750.00|PAID|||04/14/2011|
3725|Dudley Laundry Company|November|12/10/2010|04/07/2011|750.00|REDUCED|0.00|04/21/2011||
3726|Kelley & Jerram PC LLO|January|04/11/2011|04/12/2011|25.00|PAID|||05/02/2011|
3727|Medico Insurance |January|02/10/2011|04/05/2011|750.00|REDUCED|0.00|04/21/2011||
3728|OMG, Inc.|March|04/10/2009|04/06/2011|750.00|REDUCED|0.00|04/21/2011||
3729|Plumbers Local Union No. 16|January|02/10/2010|04/04/2011|750.00|PAID|||05/11/2011|
3730|Union Pacific Railroad|January|02/10/2011|04/15/2011|750.00|RED/PAID|25.00|05/20/2011|05/20/2011|
3731|Welch Law Firm, PC|January|09/10/2010|04/12/2011|750.00|RED/PAID|25.00|05/02/2011|05/02/2011|
3732|Bucks, Inc.|January|02/10/2009|04/06/2011|750.00|REDUCED|0.00|04/28/2011||
3733|Bucks, Inc.|January|04/10/2009|04/06/2011|750.00|REDUCED|0.00|04/28/2011||
3734|Adams Bank & Trust|November|12/10/2010|04/20/2011|750.00|RED/PAID|25.00|05/06/2011|05/06/2011|
3735|Alvine & Associates, Inc.|December|01/10/2011|04/22/2011|750.00|REDUCED|0.00|04/28/2011||
3737|First National Bank of North Platte|October|11/10/2010|04/20/2011|750.00|PAID|||05/11/2011|
3738|Gottsch Land Company|January|02/10/2011|04/22/2011|750.00|REDUCED|0.00|04/28/2011||
3739|Kohlls Pharmacy & Homecare|January|02/10/2011|04/22/2011|750.00|REDUCED|0.00|04/28/2011||
3740|Ralston Schools Foundation|March|04/11/2011|04/20/2011|225.00|REDUCED|0.00|05/13/2011||
3741|352, Inc.|October|11/10/2010|04/19/2011|750.00|REDUCED|0.00|05/13/2011||
3742|Alley Poyner Macchietto Architecture|October|11/10/2010|04/21/2011|750.00|REDUCED|0.00|05/13/2011||
3596|Broadmoor Development Company|February|03/10/2010|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3597|Broadmoor Development Company|April|05/10/2010|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3598|Broadmoor Development Company|April|05/10/2010|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3599|Broadmoor Development Company|July|08/10/2010|08/13/2010|75.00|RED/PAID|25.00|08/24/2010|08/24/2010|
3600|Broadmoor Development Company|March|04/10/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3601|Broadmoor Development Company|April|05/11/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3602|Broadmoor Development Company|July|08/10/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3603|Broadmoor Development Company|July|09/10/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3604|Broadmoor Development Company|September|10/12/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3605|Broadmoor Development Company|November|12/10/2009|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3606|Broadmoor Development Company|December|01/11/2010|08/13/2010|750.00|REDUCED|0.00|08/19/2010||
3608|Gilmore & Bell, PC|May|06/10/2010|08/11/2010|750.00|REDUCED|0.00|08/19/2010||
3610|Verizon|March|04/12/2010|08/09/2010|750.00|REDUCED|0.00|08/19/2010||
3617|69 Ag, Inc.|August|09/10/2010|10/14/2010|750.00|REDUCED|0.00|10/21/2010||
3626|Affiliated Foods Midwest|September|10/12/2010|10/26/2010|350.00|PAID|||11/10/2010|
3627|Boyd Jones Construction Company|July|08/10/2010|10/25/2010|750.00|REDUCED|0.00|11/05/2010||
3628|League of NE Municipalities|September|10/12/2010|10/27/2010|375.00|REDUCED|0.00|11/08/2010||
3629|ConAgra Foods, Inc.|June|07/12/2010|11/19/2010|750.00|PAID|||12/06/2010|
3630|Douglas, Kelly, Ostdiek & Ossion, PC|September|10/12/2010|11/03/2010|550.00|REDUCED|0.00|11/16/2010||
3631|Engineering-Surveying-Planning, Inc.|September|10/12/2010|11/02/2010|525.00|REDUCED|0.00|11/16/2010||
3633|Valley Bank & Trust Company|August|09/10/2010|11/03/2010|750.00|REDUCED|0.00|11/16/2010||
3706|Clark Enersen Partners|October|11/10/2010|03/30/2011|750.00|REDUCED|0.00|04/08/2011||
3635|WJR, Inc. dba Robinson Electric|September|10/12/2010|11/05/2010|600.00|REDUCED|0.00|11/16/2010||
3658|Restaurants, Inc.|January|11/10/2010|01/03/2011|750.00|REDUCED|0.00|01/14/2011||
3659|Tenet Healthcare|November|12/10/2010|12/14/2010|100.00|PAID|||01/24/2011|
3661|RB & B Architects, Inc.|October|11/10/2010|12/20/2010|750.00|REDUCED|0.00|01/04/2011||
3707|Eyman Plumbing Company, Inc.|August|09/10/2009|04/01/2011|750.00|REDUCED|0.00|04/08/2011||
3663|Construction Employers Association of Fremont, NE|September|10/12/2010|01/04/2011|750.00|REDUCED|0.00|01/31/2011||
3666|Nebraskaland Days, Inc.|September|10/12/2010|01/10/2011|750.00|REDUCED|0.00|01/24/2011||
3667|North Platte Area Chamber of Commerce|January|10/12/2010|01/14/2011|750.00|PAID|||02/07/2011|
3668|North Platte Area Chamber of Commerce|January|11/10/2010|01/14/2011|750.00|PAID|||02/07/2011|
3669|North Platte NE Hospital Corporation|January|10/12/2010|01/14/2011|750.00|PAID|||02/07/2011|
3670|Ogallala Livestock Auction Market, Inc.|January|06/10/2010|01/12/2011|750.00|RED/PAID|25.00|02/02/2011|02/02/2011|
3673|RTG Medical|August|09/10/2010|01/05/2011|750.00|REDUCED|0.00|01/14/2011||
3708|Greater Omaha Packing Company, Inc.|January|02/10/2010|04/01/2011|750.00|REDUCED|0.00|04/08/2011||
3709|Kabredlo's|June|07/10/2009|03/28/2011|750.00|REDUCED|0.00|04/08/2011||
3710|Larson Chiropractic & Acupuncture, PC|November|12/10/2010|03/22/2011|750.00|REDUCED|0.00|04/01/2011||
3711|Magnum Development Corporation|March|04/10/2009|03/23/2011|750.00|REDUCED|0.00|04/01/2011||
3712|McGregor Interests, Inc.|January|02/10/2009|03/24/2011|750.00|REDUCED|0.00|04/01/2011||
3744|Commonwealth Electric Company of the Midwest|February|03/10/2010|04/25/2011|750.00|REDUCED|0.00|05/12/2011||
3715|Rhinodynamics, Inc.|May|06/10/2010|03/28/2011|750.00|REDUCED|0.00|04/08/2011||
3716|Runza National|September|10/12/2010|03/22/2011|750.00|REDUCED|0.00|04/01/2011||
3717|Schaefer Farms, Inc.|March|04/10/2009|03/23/2011|750.00|REDUCED|0.00|04/01/2011||
3718|Taylor Oil Company, Inc.|August|09/10/2010|03/23/2011|750.00|REDUCED|0.00|04/01/2011||
3765|Enterprise Properties, Inc.|May|06/10/2011|05/23/2011|325.00|PENDING||||
3743|Calvin C. Hinz Architects, PC|September|10/12/2010|04/27/2011|750.00|REDUCED|0.00|05/12/2011||
3745|Coventry Health Care of Nebraska, Inc.|March|04/11/2011|05/04/2011|575.00|REDUCED|0.00|05/13/2011||
3746|HGM Associates, Inc.|January|03/10/2011|04/21/2011|750.00|PAID|||06/09/2011|
3747|M.E. Group, Inc.|September|10/12/2010|05/02/2011|750.00|RED/PAID|25.00|06/17/2011|06/17/2011|
3748|Norfolk Panther Booster Club, Inc.|October|11/10/2010|04/27/2011|750.00|REDUCED|0.00|05/12/2011||
3749|Ralston Area Chamber of Commerce|March|04/11/2011|04/25/2011|350.00|PAID|||05/19/2011|
3750|Snyder & Associates, Inc.|September|10/12/2010|05/02/2011|750.00|REDUCED|0.00|05/13/2011||
3751|Walkers, Inc.|January|02/10/2011|04/21/2011|750.00|REDUCED|0.00|05/13/2011||
3752|Weathercraft Company of North Platte|November|12/10/2010|04/25/2011|750.00|REDUCED|0.00|05/12/2011||
3753|Wiebe-Ralston Foundation|March|04/11/2011|04/27/2011|400.00|REDUCED|0.00|05/13/2011||
3754|Midwest Steel Works, Inc.|March|04/11/2011|05/12/2011|750.00|REDUCED|0.00|05/20/2011||
3761|First National Bank|March|04/11/2011|05/24/2011|750.00|PAID|0.00||06/17/2011|
3756|Boyd Jones Construction Company|April|05/10/2011|05/16/2011|150.00|PAID|||05/31/2011|
3757|Cox Communications|March|04/11/2011|04/27/2011|400.00|PAID|||06/06/2011|
3758|KMS & K Enterprises, Inc.|April|05/10/2011|05/17/2011|175.00|REDUCED|0.00|05/25/2011||
3759|AMI Group, Inc.|January|01/10/2011|04/22/2011|750.00|RED/PAID|25.00|06/20/2011|06/20/2011|
3760|Burwell Dental Clinic PC|October|11/10/2010|05/23/2011|750.00|REDUCED|0.00|06/08/2011||
3762|Omaha Lancer Hockey Foundation|March|04/11/2011|06/08/2011|750.00|PAID|||06/08/2011|
3763|Omaha Police Union Local 101|January|02/10/2011|04/21/2011|750.00|PAID|||07/25/2011|
3764|Omaha Police Union Local 101|March|04/11/2011|05/04/2011|575.00|PAID|||07/25/2011|
3766|Express  Services|February|03/10/2009|06/29/2011|750.00|REDUCED|0.00|07/26/2011||
3767|Gering Education Association|October|11/10/2010|07/01/2011|750.00|REDUCED|0.00|07/26/2011||
3768|Hansen Construction Company|May|06/10/2011|06/28/2011|450.00|REDUCED|0.00|07/26/2011||
3769|KSI Construction|February|03/10/2009|06/27/2011|750.00|REDUCED|0.00|07/26/2011||
3770|Lincoln Fire Fighter Association, Local 644|February|03/10/2011|07/13/2011|750.00|REDUCED|0.00|07/26/2011||
3771|Valentino's|May|06/10/2011|06/29/2011|475.00|REDUCED|0.00|07/26/2011||
3772|Lincoln Central Labor Union|May|06/10/2011|07/22/2011|750.00|REDUCED|0.00|08/01/2011||
3773|Ho-Chunk, Inc.|May|06/10/2011|09/23/2011|750.00|REDUCED|0.00|09/29/2011||
3774|Peetz & Company|July|08/10/2011|08/12/2011|50.00|PAID|||08/30/2011|
3775|Business Ventures DBA Pitch Pizzeria|August|09/12/2011|10/13/2011|750.00|REDUCED|0.00|11/03/2011||
3776|Farmers & Merchants Bank|September|10/11/2011|10/14/2011|75.00|REDUCED|0.00|10/20/2011||
3777|JAM Grading Company|August|09/12/2011|09/22/2011|250.00|REDUCED|0.00|10/24/2011||
3778|Kerford Limestone Company|August|09/12/2011|10/13/2011|750.00|REDUCED|0.00|10/20/2011||
3779|Kramer's Wrecker Service, Inc.|August|09/12/2011|09/19/2011|175.00|REDUCED|0.00|10/17/2011||
3780|Midwest Generation|September|10/11/2011|10/14/2011|75.00|REDUCED|0.00|11/01/2011||
3781|Jackson-Jackson & Associates|September|10/11/2011|10/27/2011|400.00|REDUCED|0.00|11/09/2011||
3782|Martin Marietta|September|10/11/2011|10/28/2011|425.00|REDUCED|0.00|11/10/2011||
3783|Morrissey Engineering, Inc.|September|10/11/2011|11/01/2011|525.00|REDUCED|0.00|11/10/2011||
3784|Prime Communications, Inc.|September|10/11/2011|10/27/2011|400.00|REDUCED|0.00|11/09/2011||
3092|PB Americas, Inc.|April|05/10/2007|07/27/2007|750.00|REDUCED|0.00|08/17/2007||
3093|Qwest Service Corporation|March|04/10/2007|08/01/2007|750.00|REDUCED|0.00|08/17/2007||
3094|Qwest Service Corporation|April|05/10/2007|08/01/2007|750.00|REDUCED|0.00|08/17/2007||
3095|PB Americas, Inc.|January|06/10/2007|07/30/2007|750.00|REDUCED|25.00|01/01/1900||
3097|Citizens in Charge Foundation|January|06/10/2007|06/14/2007|100.00|PAID|||08/25/2008|
3098|Great Plains Communications, Inc.|January|08/10/2007|08/17/2007|175.00|PAID|||08/31/2007|
3099|Midwest Region Laborers Political League|January|08/10/2007|08/14/2007|100.00|PAID|||08/28/2007|
3100|Nebraska Retail Federation|January|05/10/2007|08/02/2007|750.00|REDUCED|0.00|08/21/2007||
3101|Rent-A-Center, Inc.|January|07/10/2007|07/30/2007|500.00|REDUCED|0.00|09/04/2007||
3105|Carpenters District Counil of Kansas City & Vicinty|August|09/10/2007|09/11/2007|25.00|PAID|||10/30/2007|
3106|GWR Wealth Management|January|09/10/2007|09/12/2007|50.00|PAID|||10/09/2007|
3107|Kiewit Corporation|January|09/10/2007|09/12/2007|50.00|REDUCED|0.00|10/09/2007||
3109|Communications Workers of American Local 7400|January|07/10/2007|09/19/2007|750.00|REDUCED|0.00|10/16/2007||
3110|PB Americas, Inc.|May|06/10/2007|07/30/2007|750.00|RED/PAID|25.00|10/01/2007|10/01/2007|
3111|Advance America Cash Advance Centers, Inc.|August|09/10/2007|11/07/2007|750.00|RED/PAID|25.00|12/03/2007|11/30/2007|
3138|Crafts, Inc|November|12/10/2007|02/26/2008|750.00|REDUCED|0.00|03/07/2008||
3139|Crafts, Inc.|January|02/11/2008|02/26/2008|375.00|REDUCED|0.00|03/07/2008||
3140|Distinctive Dental Care Associates|December|01/10/2008|02/27/2008|750.00|REDUCED|0.00|03/07/2008||
3141|H H Hall Restaurant, Inc.|December|01/10/2008|02/26/2008|750.00|REDUCED|0.00|03/07/2008||
3142|Odbert Built Construction Company|November|12/10/2007|02/26/2008|750.00|REDUCED|0.00|03/07/2008||
3143|Snitily Carr, Inc.|June|07/10/2007|02/29/2008|750.00|REDUCED|0.00|03/07/2008||
3144|Snitily Carr, Inc.|December|01/10/2008|02/29/2008|750.00|REDUCED|0.00|03/07/2008||
3194|Overland Products|March|04/10/2008|06/04/2008|750.00|REDUCED|0.00|06/17/2008||
3192|American Council of Engineering Companies NE|January|02/11/2008|06/02/2008|750.00|REDUCED|0.00|06/17/2008||
3193|AstraZeneca|January|04/10/2008|05/27/2008|750.00|REDUCED|0.00|07/26/2010||
3195|Peetz & Company|April|05/12/2008|06/05/2008|600.00|REDUCED|0.00|06/17/2008||
3196|RTG Medical|February|03/10/2008|06/05/2008|750.00|REDUCED|0.00|06/17/2008||
3197|Telebeep, Inc.|April|05/12/2008|05/30/2008|450.00|REDUCED|0.00|06/17/2008||
3198|Tyson Foods, Inc.|January|03/10/2008|05/30/2008|750.00|PAID|||07/03/2008|
3221|CF Industries|June|07/10/2008|07/17/2008|175.00|REDUCED|0.00|07/29/2008||
3222|J & C Industries|January|02/11/2008|07/17/2008|750.00|REDUCED|0.00|07/29/2008||
3262|NE State Education Association|January|10/10/2008|11/10/2008|750.00|REDUCED|0.00|12/22/2008||
3224|Cox Communications|January|02/11/2008|08/06/2008|750.00|PAID|||09/03/2008|
3225|Cox Communications|January|07/10/2008|08/06/2008|675.00|PAID|||09/03/2008|
3226|International Union of Elevator Constructors #28|January|02/11/2008|08/01/2008|750.00|RED/PAID|25.00|08/22/2008|08/22/2008|
3227|Meyers-Carlisle-Leapley Construction Co., Inc.|September|10/10/2007|07/22/2008|750.00|REDUCED|0.00|08/19/2008||
3228|NE Chamber of Commerce|May|06/10/2008|08/01/2008|750.00|REDUCED|0.00|08/19/2008||
3229|Parking Management & Consultants|January|02/11/2008|08/08/2008|750.00|REDUCED|0.00|08/19/2008||
3240|Wayne Area Economic Development, Inc.|October|11/10/2008|11/14/2008|100.00|REDUCED|0.00|11/19/2008||
3241|anheuser-Busch Companies, Inc.|September|10/10/2008|11/17/2008|750.00|REDUCED|0.00|11/26/2008||
3242|Credit Management Services, Inc.|October|11/10/2008|11/21/2008|275.00|REDUCED|0.00|11/26/2008||
3243|The Daily Record, Inc.|April|05/12/2008|11/21/2008|750.00|REDUCED|0.00|11/21/2008||
3244|Harleys Heating & Air Conditioning, Inc.|January|11/10/2008|11/21/2008|275.00|REDUCED|0.00|12/12/2008||
3245|Metro Health Services Federal Credit Union|September|10/10/2008|11/17/2008|750.00|REDUCED|0.00|12/01/2008||
3246|Renze Display Company|October|11/10/2008|11/17/2008|175.00|REDUCED|0.00|11/26/2008||
3247|Ameritas Investment Corporation|January|09/11/2006|11/20/2008|750.00|PAID|||12/16/2008|
3248|Ameritas Investment Corporation|January|10/10/2006|11/20/2008|750.00|PAID|||12/16/2008|
3249|Ameritas Investment Corporation|January|11/10/2006|11/20/2008|750.00|PAID|||12/16/2008|
3250|Ameritas Investment Corporation|January|03/12/2007|11/20/2008|750.00|PAID|||12/16/2008|
3251|Ameritas Investment Corporation|January|05/10/2007|11/20/2008|750.00|PAID|||12/16/2008|
3252|Ameritas Investment Corporation|January|09/12/2005|11/20/2008|750.00|PAID|||12/16/2008|
3253|Ameritas Investment Corporation|January|03/10/2006|11/20/2008|750.00|PAID|||12/16/2008|
3254|Ameritas Investment Corporation|January|06/11/2007|11/20/2008|750.00|PAID|||12/16/2008|
3256|Ameritas Investment Corporation|January|05/12/2008|11/20/2008|750.00|PAID|||12/16/2008|
3257|Broyhill Company|October|11/10/2008|11/24/2008|350.00|REDUCED|0.00|12/04/2008||
3259|Quality Press Printing, Inc.|September|11/10/2008|11/24/2008|350.00|REDUCED|0.00|12/04/2008||
3310|Jerram Winery, LLC|February|03/10/2009|03/16/2009|150.00|REDUCED|0.00|05/11/2009||
3312|Lund Company|October|11/10/2008|03/16/2009|750.00|REDUCED|0.00|03/30/2009||
3316|Walkers, Inc.|June|07/10/2008|03/16/2009|750.00|REDUCED|0.00|03/30/2009||
3464|American National Bank of Fremont|January|02/10/2010|03/02/2010|500.00|REDUCED|0.00|03/17/2010||
3448|Thiele Geotech, Inc.|December|01/11/2010|01/13/2010|50.00|REDUCED|0.00|01/29/2010||
3577|DuTeau Chevrolet Company|January|06/10/2010|06/23/2010|325.00|REDUCED|0.00|07/13/2010||
3578|Wick's Trucks Trailers|January|06/10/2010|06/21/2010|275.00|PAID|||07/15/2010|
3082|Sheet Metal Workers Local #3|March|04/10/2007|06/11/2007|750.00|REDUCED|0.00|06/21/2007||
3089|Kabredlo's|January|07/10/2007|07/31/2007|75.00|RED/PAID|25.00|08/10/2007|08/10/2007|
3096|Ambassador Real Estate Co.|January|08/10/2007|08/14/2007|100.00|REDUCED|0.00|08/27/2007||
3171|Eagle Distributing, Inc.|July|08/10/2007|03/31/2008|750.00|RED/PAID|25.00|04/21/2008|04/21/2008|
3172|Validation Services|October|11/10/2006|04/17/2008|750.00|PAID|||04/17/2008|
3272|PDM, Inc.|January|01/12/2009|01/14/2009|50.00|REDUCED|0.00|02/19/2009||
3273|Pharmaceutical Research & Manufacturers |January|01/12/2009|01/16/2009|100.00|REDUCED|0.00|03/17/2009||
3274|Qwest|January|09/10/2008|01/09/2009|750.00|RED/PAID|25.00|01/23/2009|01/23/2009|
3317|Armored Knights, Inc.|November|12/10/2008|03/23/2009|750.00|REDUCED|0.00|04/14/2009||
3318|Bettger Automotive Inc./House of Mufflers & Brakes|February|03/10/2009|03/26/2009|400.00|REDUCED|0.00|04/14/2009||
3319|ECD, Inc.|February|03/10/2008|03/26/2009|750.00|REDUCED|0.00|04/14/2009||
3320|IBEW Local 1974|September|10/10/2008|03/23/2009|750.00|REDUCED|0.00|04/14/2009||
3321|Integrated Solutions|January|02/10/2009|03/25/2009|750.00|REDUCED|0.00|04/14/2009||
3322|Miller Electric Company|January|02/10/2009|03/26/2009|750.00|REDUCED|0.00|04/14/2009||
3323|Software Engineering Services|December|01/12/2009|03/25/2009|750.00|REDUCED|0.00|04/14/2009||
3324|Vann Realty Company|February|03/10/2009|03/23/2009|325.00|REDUCED|0.00|04/14/2009||
3335|Engles, Ketcham, Olson & Keith, PC|September|10/10/2008|04/21/2009|750.00|RED/PAID|25.00|05/19/2009|05/19/2009|
3336|First National of Nebraska|January|04/10/2009|04/13/2009|75.00|REDUCED|0.00|05/26/2009||
3337|Home Energy Solutions, Inc.|March|04/10/2008|04/15/2009|750.00|REDUCED|0.00|05/14/2009||
3338|Law Office of Ronald J. Palagi, PC|November|12/10/2008|04/15/2009|750.00|REDUCED|0.00|05/14/2009||
3425|Aspen Holdings, Inc.|April|05/11/2009|10/20/2009|750.00|REDUCED|0.00|10/20/2009||
3264|Great Plains Media|September|10/10/2008|12/16/2008|750.00|REDUCED|0.00|12/30/2008||
3265|Greater Omaha Chamber of Commerce|January|03/12/2007|12/17/2008|750.00|PAID|||01/09/2009|
3266|Greater Omaha Chamber of Commerce|January|03/12/2007|12/17/2008|750.00|PAID|||01/09/2009|
3267|Greater Omaha Chamber of Commerce|January|04/10/2008|12/17/2008|750.00|PAID|||01/09/2009|
3268|Greater Omaha Chamber of Commerce|January|08/10/2006|12/17/2008|750.00|PAID|||01/09/2009|
3269|Hillcrest Health Systems|August|09/10/2008|12/10/2008|750.00|RED/PAID|25.00|12/29/2008|12/29/2008|
3270|Nelnet, Inc.|January|09/10/2008|12/17/2008|750.00|PAID|||01/13/2009|
3277|ConocoPhillips|October|11/10/2008|02/11/2009|750.00|REDUCED|0.00|02/24/2009||
3280|Bronco's Holding Company|December|01/12/2009|03/04/2009|750.00|REDUCED|0.00|03/12/2009||
3281|Farris Engineering Inc.|December|01/12/2009|03/03/2009|750.00|REDUCED|0.00|03/12/2009||
3282|Great Plains Communications|July|08/11/2008|03/05/2009|750.00|PAID|||04/02/2009|
3283|Hastings Area Chamber of Commerce|October|11/10/2008|03/05/2009|750.00|REDUCED|0.00|03/12/2009||
3284|Homy Inn, Inc.|January|02/11/2008|03/04/2009|750.00|REDUCED|0.00|03/13/2009||
3285|Marathon Realty Corporation|November|12/10/2008|03/03/2009|750.00|REDUCED|0.00|03/13/2009||
3286|NE State AFL-CIO|April|05/12/2008|03/06/2009|750.00|PAID|||03/24/2009|
3287|Reinhardt & Associates Architects, PC|November|12/10/2008|02/27/2009|750.00|REDUCED|0.00|03/04/2009||
3288|Sergeant Peffer's Pizza, Inc.|January|02/11/2008|03/02/2009|750.00|REDUCED|0.00|03/13/2009||
3289|Steve Erdei Sales, Inc.|July|08/11/2008|02/23/2009|750.00|REDUCED|0.00|03/04/2009||
3290|Tiger Tom's, Inc.|May|06/10/2008|02/26/2009|750.00|REDUCED|0.00|03/04/2009||
3291|Aurora Area Chamber & Development|November|12/10/2008|03/11/2009|750.00|REDUCED|0.00|03/19/2009||
3292|BMAKK Corporation|January|03/10/2009|03/13/2009|75.00|PAID|||05/26/2009|
3293|Clark Creative Group|January|09/10/2009|03/13/2009|750.00|REDUCED|0.00|05/18/2009||
3294|Clark Creative Group|January|10/10/2008|03/13/2009|750.00|REDUCED|0.00|05/18/2009||
3295|George L. Landgren, DDS PC|October|11/10/2008|03/10/2009|750.00|REDUCED|0.00|03/19/2009||
3296|Ideal Pure Water|January|02/11/2008|03/12/2009|750.00|REDUCED|0.00|03/19/2009||
3297|Kohlls Pharmacy & Homecare, Inc|June|07/10/2008|03/12/2009|750.00|REDUCED|0.00|03/19/2009||
3298|Kohlls Pharmacy & Homecare, Inc.|November|12/10/2008|03/12/2009|750.00|REDUCED|0.00|03/19/2009||
3300|NE Dental Association|November|12/10/2008|03/12/2009|750.00|REDUCED|0.00|03/19/2009||
3301|Omaha Bourne, Inc.|January|02/11/2008|03/09/2009|750.00|REDUCED|0.00|03/19/2009||
3339|Coastal Environmental Group, Inc.|December|01/12/2008|05/04/2009|750.00|REDUCED|0.00|05/19/2009||
3340|SRRAM, Inc.|March|04/10/2009|05/04/2009|600.00|REDUCED|0.00|05/19/2009||
3342|Bonn's Inc. d/b/a Ashley Lynn's Inc.|December|01/12/2009|05/22/2009|750.00|REDUCED|0.00|06/02/2009||
3343|Bonn's Inc. d/b/a Ashley Lynn's Inc.|January|02/10/2009|05/22/2009|750.00|REDUCED|0.00|06/02/2009||
