ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
2243|ritnour for gage county attorney|07 Annual Campaign Statement|01/31/2008|02/04/2008|100.00|RED/PAID|25.00|07/31/2008|07/31/2008|ritnour|randall|
2226|Carol Russell|CFLA-2|04/14/2006|04/20/2006|150.00|PAID|||09/13/2007|Russell|Carol|
2239|Tom Cavanaugh for County Clerk Committee|07 Annual Campaign Statement|01/31/2008|02/04/2008|100.00|REDUCED|0.00|02/20/2008||Cavanaugh|Tom|
2279|Byrd for State Treasurer|07 Annual Campaign Statement|01/31/2008|02/04/2008|100.00|PAID|||04/02/2008|Byrd|Lorelee|
2280|Mayor Skip Edwards Committee|Statement of Organization|03/13/2008|03/19/2008|150.00|REDUCED|0.00|03/19/2008||Edwards|Skip|
2296|Chang for Learning Community Committee|Statement of Organization|04/03/2008|04/16/2008|325.00|REDUCED|0.00|04/18/2008||Chang|Lorraine|
2392|Valdez for School Board|Statement of Organization|10/15/2008|10/29/2008|1000.00|REDUCED|0.00|12/11/2008||Valdez|Rebecca|
2495|AGC Highway Improvement PAC|Report of Late Contribution|10/31/2008|03/10/2009|1172.00|PAID|||10/07/2010|||
2496|AGC Highwway  Improvement PAC|08 Post General Election Campaign Statement|01/13/2009|03/10/2009|750.00|PAID|||09/09/2009|||
2517|Citizens for a Better Nebraska|09 2nd Primary Campaign Statement|03/30/2009|04/03/2009|100.00|REDUCED|0.00|06/09/2009||||
2519|Ben Gray for City Council|09 2nd General Election Campaign Statement|06/04/2009|06/04/2009|750.00|PAID|||07/21/2009|Gray|Ben|
2520|Farho for City Council|09 Post General Election Campaign Statement|05/18/2009|06/17/2009|750.00|REDUCED|0.00|08/05/2009||Farho|Jim|
2521|Ben Gray for City Council|09 Post General Election Campaign Statement|05/22/2009|06/26/2009|100.00|PAID|||07/21/2009|Gray|Ben|
2522|Ben Gray for City Council|Report of Late Contribution|05/07/2009|06/26/2009|1200.00|REDUCED|0.00|07/14/2009||Gray|Ben|
2523|Ben Gray for City Council|Report of Late Contribution|05/07/2009|06/26/2009|1000.00|REDUCED|0.00|07/14/2009||Gray|Ben|
2524|Ben Gray for City Council|Report of Late Contribution|05/13/2009|06/26/2009|1100.00|REDUCED|0.00|07/14/2009||Gray|Ben|
2525|Imes for Education|08 Annual Campaign Statement|02/02/2009|02/20/2009|450.00|REDUCED|0.00|07/02/2009||Imes|Kandy|
2526|Lincoln Chamber of Commerce PAC|09 Post General Election Campaign Statement|06/15/2009|06/29/2009|350.00|REDUCED|0.00|07/13/2009||||
2527|Svoboda for City Council|09 Post General Election Campaign Statement|06/15/2009|06/16/2009|25.00|PAID|||05/06/2010|Svoboda|Ken|
2543|Southwest Nebraska Economic Security Committee|08 Annual Campaign Statement|02/02/2009|04/01/2009|750.00|REDUCED|0.00|09/07/2009||||
2546|Committee for Students and a Positive Future|Report of Late Contribution|09/11/2009|11/04/2009|3000.00|REDUCED|0.00|11/05/2009||||
2547|Family Medical Specialities|Report of Earmarked Contribution|09/13/2009|10/27/2009|750.00|REDUCED|0.00|11/06/2009||||
2549|Family Medical Specialities|Report of Earmarked Contribution|08/22/2009|10/27/2009|750.00|REDUCED|0.00|11/06/2009||||
2550|Family Medical Specialities|Report of Earmarked Contribution|08/22/2009|10/27/2009|750.00|REDUCED|0.00|11/06/2009||||
2551|Annette McRoy for City Council|08 Annual Campaign Statement|02/02/2009|06/19/2009|750.00|REDUCED|0.00|11/13/2009||McRoy|Annette|
2552|Nebraskans for Pierce|Statement of Organization|10/30/2009|11/16/2009|175.00|REDUCED|0.00|12/15/2009||Pierce|Kris|
2553|Ogallala Students & Community Committee|09 Post Special Election Campaign Statement|10/26/2009|11/04/2009|225.00|PAID|||12/28/2009|||
2554|Ogallala Students & Community Committee|Statement of Organization|09/25/2009|11/14/2009|750.00|REDUCED|0.00|11/17/2009||||
2588|Jerry Chlopek for NPPD Board|09 Annual Campaign Statement|02/01/2010|02/18/2010|425.00|REDUCED|0.00|04/06/2010||Chlopek|Jerry|
2589|Committee to Elect Brenda Council|09 Annual Campaign Statement|02/01/2010|02/23/2010|550.00|PAID|||04/15/2010|Council|Brenda|
2590|Keep Improving District Schools (KIDS)|09 Annual Campaign Statement|02/01/2010|02/23/2010|550.00|REDUCED|0.00|04/22/2010||||
2591|NE League of Conservation Voters|09 Annual Campaign Statement|02/01/2010|03/12/2010|750.00|RED/PAID|25.00|04/06/2010|04/05/2010|||
2592|Prettyman for School Board|09 Annual Campaign Statement|02/01/2010|02/03/2010|50.00|REDUCED|0.00|04/23/2010||Prettyman|Keith|
2593|Raybould for County Commissioner|Statement of Organization|03/02/2010|04/02/2010|750.00|REDUCED|0.00|04/06/2010||Raybould|Jane|
2594|People for Paul Schumacher|CFLA-1|01/02/2009|03/10/2010|750.00|REDUCED|0.00|03/25/2010||Schumacher|Paul|
2595|Valdez for State Board of Education|09 Annual Campaign Statement|02/01/2010|03/24/2010|750.00|RED/PAID|25.00|11/03/2010|11/03/2010|Valdez|Rebecca|
2596|WaterClaim PEC|09 Annual Campaign Statement|02/01/2010|03/02/2010|750.00|PAID|||04/19/2010|||
2597|Joel Johnson for Legislature|09 Annual Campaign Statement|02/01/2010|04/05/2010|750.00|PAID|||04/27/2010|Johnson|Joel|
2598|Loewenstein for Supervisor|1st Primary Campaign Statement 2010|04/12/2010|04/13/2010|25.00|REDUCED|0.00|05/06/2010||Loewenstein|Tim|
2599|Nebraskans United for Life PAC|09 Annual Campaign Statement|02/01/2010|04/02/2010|750.00|PAID|||04/19/2010|||
2600|Svoboda for Mayor|09 Annual Campaign Statement|02/01/2010|04/05/2010|750.00|REDUCED|0.00|05/06/2010||Svoboda|Ken|
2601|NAPE/AFSCME People PAC|1st Primary Campaign Statement 2010|04/12/2010|04/14/2010|50.00|PAID|||04/14/2010|||
2602|Agena for County Assessor/Reg of Deeds|10 1st Primary Campaign Statement|04/12/2010|04/14/2010|50.00|REDUCED|0.00|05/06/2010||Agena|Norm|
2603|Lydia Brasch|CFLA-1|04/19/2010|04/23/2010|100.00|REDUCED|0.00|05/17/2010||Brasch|Lydia|
2604|Committee to Retain Jeffrey L. Davis Sheriff|10 1st Primary Campaign Statement|04/12/2010|04/14/2010|50.00|REDUCED|0.00|05/06/2010||Davis|Jeffrey|
2605|Steve Hespen for Sheriff|Exemption Statement|04/06/2010|04/28/2010|550.00|REDUCED|0.00|04/28/2010||Hespen|Steve|
2606|Neighbors for Responsible Government|10 1st Primary Campaign Statement|04/12/2010|04/16/2010|100.00|REDUCED|0.00|05/06/2010||Mumgaard|Tom|
2607|Reiber for Sheriff|Statement of Organization|04/19/2010|04/23/2010|100.00|REDUCED|0.00|04/26/2010||Reiber|Gary|
2608|Schroeder for Board of Regents|10 1st Primary Campaign Statement|04/12/2010|04/23/2010|275.00|REDUCED|0.00|05/10/2010||Schroeder|Kent|
2609|Schwarz (for Sheriff) Campaign|10 1st Primary Campaign Statement|04/12/2010|04/27/2010|375.00|REDUCED|0.00|05/21/2010||Schwarz|Paul|
2610|Wagner for Sheriff|10 1st Primary Campaign Statement|04/12/2010|04/20/2010|200.00|REDUCED|0.00|04/28/2010||Wagner|Terry|
2620|Christensen for Legislature|B-1A Special Report|05/05/2010|05/06/2010|250.00|REDUCED|0.00|06/01/2010||Christensen|Mark|
2621|Hansen for Legislature|10 1st Primary Campaign Statement|04/12/2010|05/03/2010|525.00|REDUCED|0.00|06/01/2010||Hansen|Thomas|
2625|Roger Morrissey for Douglas County Assessor|10 1st Primary Campaign Statement|04/12/2010|04/23/2010|275.00|REDUCED|0.00|06/14/2010||Morrissey|Roger|
2202|Rich Jansen for Commissioner Committee|06 1st General Campaign Statement|10/10/2006|10/30/2006|500.00|REDUCED|0.00|04/16/2007||Jansen|Rich|
2203|Rich Jansen for Commissioner Committee|06 Post General Campaign Statement|01/16/2007|01/23/2007|175.00|REDUCED|0.00|04/16/2007||Jansen|Rich|
2204|NE Democratic Party|07 2nd Primary Campaign Statement|03/26/2007|03/27/2007|25.00|PAID|||04/18/2007|||
2205|Yes for Smoke Free Air Committee|06 Annual Campaign Statement|01/31/2007|02/01/2007|25.00|PAID|||06/13/2007|||
2216|Bettger for Council|06 Annual Campaign Statemenet|01/31/2007|02/14/2007|350.00|RED/PAID|25.00|06/26/2007|06/26/2007|||
2217|Commercial Federal PAC|06 Annual Campaign Statement|01/31/2007|05/11/2007|750.00|REDUCED|0.00|05/23/2007||||
2220|Committee to Re-Elect Tom Garvey|06 Annual Campaign Statement|01/31/2007|06/13/2007|750.00|RED/PAID|25.00|06/20/2007|06/13/2007|Garvey|Tom|
2225|Scheer for State Board of Education|CFLA-1|07/02/2007|08/09/2007|750.00|REDUCED|0.00|08/14/2007||Scheer|James|
2261|Swanson for Legislature|07 Annual Campaign Statement|01/31/2008|02/12/2008|300.00|PAID|||03/25/2008|Swanson|Robert|
2262|Committee to Elect Tom Barrett|07 Annual Campaign Statement|01/31/2008|02/08/2008|200.00|REDUCED|0.00|03/03/2008||Barrett|Tom|
2263|Friends for Steve Brock|Statement of Organization|02/28/2008|03/04/2008|125.00|REDUCED|0.00|04/08/2008||Brock|Steve|
2374|Hughes for Legislature|CFLA-1|04/18/2008|04/30/2008|300.00|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2375|Hughes for Legislature|08 Post Primary Campaign Statement|06/23/2008|06/24/2008|25.00|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2376|Hughes for Legislature|Report of Late Contribution|05/01/2008|06/24/2008|1219.70|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2377|Hughes for Legislature|Report of Late Contribution|05/07/2008|06/24/2008|1182.22|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2378|Hughes for Legislature|Report of Late Contribution|05/09/2008|06/24/2008|1153.00|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2379|Hughes for Legislature|Report of Late Contribution|05/12/2008|06/24/2008|1121.06|REDUCED|0.00|09/11/2008||Hughes|Marvin Butch|
2380|Nebraskans for Fiscal Accountability|Statement of Organization|08/11/2008|09/02/2008|550.00|REDUCED||02/02/2010||||
2383|Jackie Casey for Legislature|08 Post Primary Campaign Statement|06/23/2008|08/04/2008|750.00|REDUCED|0.00|09/29/2008||Casey|Jackie|
2401|Travis Wagner for Legislature|08 1st General Election Campaign Statement|10/06/2008|10/08/2008|50.00|RED/PAID|25.00|01/29/2009|01/29/2009|Wagner|Travis|
2402|Tom Cavanaugh for County Clerk|08 1st General Election Campaign Statement|10/06/2008|10/28/2008|112.24|PAID|0.00|01/01/1900|12/06/2011|Cavanaugh|Tom|
2404|Rusty Hike for Sarpy County Commissioner|08 2nd General Election Campaign Statement|10/27/2008|11/12/2008|400.00|RED/PAID|25.00|12/30/2008|12/30/2008|Hike|Rusty|
2413|Tom Schommer for Mayor|08 2nd General Election Campaign Statement|10/27/2008|10/31/2008|100.00|REDUCED|0.00|12/02/2008||Schommer|Tom|
2424|NE League of Conservation Voters Action Fund|Report of Late Independent Expenditure|10/27/2008|12/03/2008|1266.09|REDUCED|0.00|01/26/2009||||
2421|Friends for Anderson|08 1st General Election Campaign Statement|10/06/2008|10/31/2008|625.00|REDUCED|0.00|05/14/2009||Anderson|Jeff|
2422|Friends for Anderson|08 2nd General Election Campaign Statement|10/27/2008|10/31/2008|100.00|RED/PAID|25.00|05/14/2009|05/14/2009|Anderson|Jeff|
2463|Burt County Democratic Party|08 Annual Campaign Statement|02/02/2009|02/26/2009|600.00|REDUCED|0.00|03/18/2009||||
2464|Giese for Legislature|08 Post General Election Campaign Statement|01/13/2009|03/02/2009|750.00|RED/PAID|25.00|12/22/2009|03/26/2009|Giese|Robert|
2465|Hastings Citizens for Water Fluoridation|08 Post General Election Campaign Statement|01/13/2009|01/15/2009|50.00|REDUCED|0.00|04/08/2009||||
2466|NE Democratic Party|Report of Earmarked Contribution|09/29/2008|02/27/2009|750.00|PAID|||04/27/2009|||
2510|Daub for Mayor 2009|Report of Late Contribution|05/07/2009|05/12/2009|500.00|PAID|||06/22/2009|Daub|Hal|
2468|Nebraskans for Video Keno|08 Annual Campaign Statement|02/02/2009|02/04/2009|50.00|REDUCED|0.00|03/12/2009||||
2469|Nebraskans United for Life PAC|08 Annual Campaign Statement|02/02/2009|02/04/2009|50.00|PAID|||05/12/2009|||
2470|Steamfitters and Plumbers LU 464 PAC Fund|09 First Primary Campaign Statement|03/09/2009|03/12/2009|75.00|PAID|||03/20/2009|||
2471|Western Nebraska for Adrian Smith|08 Annual Campaign Statement|02/02/2009|03/09/2009|750.00|PAID|||03/30/2009|Smith|Adrian|
2472|Wightman for Legislature|08 Annual Campaign Statement|02/02/2009|02/04/2009|50.00|REDUCED|0.00|04/15/2009||Wightman||
2473|NE Democratic Party|Report of Late Contribution|11/05/2008|01/13/2009|1250.00|PAID|||04/27/2009|||
2474|SKAR Advertising|Report of Earmarked Contribution|12/22/2008|03/02/2009|750.00|REDUCED|0.00|03/23/2009||||
2511|Garwood for Legislature|08 Post General Election Campaign Statement|01/13/2009|01/16/2009|75.00|PAID|||06/02/2009|Garwood|Douglas|
2512|Jim Suttle for Mayor of Omaha|Report of Late Contribution|05/12/2009|05/13/2009|100.00|PAID||01/01/2009|07/16/2009|Suttle|Jim|
2516|Jim Suttle for Mayor of Omaha|Report of Late Contribution|03/27/2009|04/06/2009|500.00|REDUCED|0.00|07/06/2009||Suttle|Jim|
2542|Committee for Kids and a Positive Future|2nd Special Election Campaign Statement|09/08/2009|09/09/2009|25.00|REDUCED|0.00|09/22/2009||||
2544|Committee to Elect Tom Barrett|08 Annual Campaign Statement|02/02/2009|04/03/2009|750.00|REDUCED|0.00|09/18/2009||Barrett|Tom|
2611|Brandt for County Commissioner|Statement of Organization|04/19/2010|05/07/2010|1000.00|REDUCED|0.00|05/10/2010||Brandt|Donald|
2612|Tom Carlson for Legislature|10 2nd Primary Campaign Statement|05/03/2010|05/06/2010|75.00|REDUCED|0.00|05/10/2010||Carlson|Tom|
2613|Tony Fulton|CFLA-7|05/03/2010|05/04/2010|25.00|REDUCED|0.00|05/06/2010||Fulton|Tony|
2615|NE Dental PAC|10 1st Primary Campaign Statement|04/12/2010|05/03/2010|525.00|REDUCED|0.00|05/21/2010||||
2616|Northwestern Public Service Employees PAC|10 1st Primary Campaign Statement|04/12/2010|05/06/2010|600.00|REDUCED|0.00|05/17/2010||||
2617|Northwestern Public Service Employees PAC|10 2nd Primary Campaign Statement|05/03/2010|05/06/2010|75.00|REDUCED|0.00|05/17/2010||||
2618|Roethemeyer for County Commissioner|10 1st Primary Campaign Statement|04/12/2010|04/27/2010|375.00|REDUCED|0.00|06/01/2010||Roethemeyer|Willis|
2619|Chiropractors of NE State PAC|10 2nd Primary Campaign Statement|05/03/2010|05/04/2010|25.00|PAID|||07/09/2010|||
2622|Independent Insurance Agents of NE PAC|10 2nd Primary Campaign Statement|05/03/2010|05/13/2010|250.00|PAID|||06/01/2010|||
2623|Rod Johnson for PSC|10 2nd Primary Campaign Statement|05/03/2010|05/04/2010|25.00|PAID|||06/02/2010|Johnson|Rod|
2624|Committee to Elect John Lillis|10 2nd Primary Campaign Statement|05/03/2010|05/05/2010|50.00|PAID|0.00||07/06/2010|Lillis|John|
2626|NE Medical PAC|10 1st Primary Campaign Statement|04/12/2010|05/13/2010|750.00|PAID|||05/20/2010|||
2627|NE Medical PAC|10 2nd Primary Campaign Statement|05/03/2010|05/13/2010|250.00|PAID|||05/20/2010|||
2628|Kent Rogert for Legislature|10 2nd Primary Campaign Statement|05/03/2010|05/13/2010|250.00|PAID|||05/21/2010|Rogert|Kent|
2629|Bob Tiemann|CFLA-1|04/28/2010|05/04/2010|150.00|REDUCED|0.00|05/20/2010||Tiemann|Bob|
2630|Grand Island Fire PAC|10 1st Primary Campaign Statement|04/12/2010|05/03/2010|525.00|REDUCED|0.00|05/18/2010||||
2631|NE Construction Industry PAC|10 1st Primary Campaign Statement|04/12/2010|05/10/2010|700.00|REDUCED|0.00|06/01/2010||||
2227|Citizens for Restoring Responsible Government|07 2nd General Campaign Statement|10/29/2007|10/30/2007|25.00|PAID|||11/30/2007|||
2228||CFLA-1|11/09/2007|11/13/2007|100.00|PENDING||||Giese|Robert|
2264|Seng for Mayor|07 Annual Campaign Statement|01/31/2008|02/19/2008|475.00|PAID|||02/19/2008|Seng|Colleen|
2281|Committee to Elect Gary A. Barnard|06 Post General Campaign Statement|01/16/2007|02/26/2008|750.00|REDUCED|0.00|03/31/2008||Barnard|Gary|
2282|Committee to Elect Gary A. Barnard|07 Annual Campaign Statement|01/31/2008|02/26/2008|650.00|REDUCED|0.00|03/31/2008||Barnard|Gary|
2283|Brown for Legislature|07 Annual Campaign Statement|01/31/2008|02/21/2008|525.00|PAID|||04/01/2008|Brown|Carol|
2284|Families for Amendment 5|07 Annual Campaign Statement|01/31/2008|03/06/2008|750.00|REDUCED|0.00|03/26/2008||||
2285|Tim Gay for County Commissioner|07 Annual Campaign Statement|01/31/2008|02/07/2008|175.00|REDUCED|0.00|04/14/2008||Gay|Tim|
2381|Jeffers for Legislature|CFLA-7|05/05/2008|08/19/2008|750.00|REDUCED|0.00|09/10/2008||Jeffers|James|
2382|Schilz for Legislature|CFLA-7|06/09/2008|08/25/2008|750.00|REDUCED|0.00|09/17/2008||Schilz|Kenneth|
2403|Lynne Anderson for Learning Community|08 2nd General Election Campaign Statement|10/27/2008|11/03/2008|175.00|PAID|||12/02/2008|Anderson|Lynne|
2405|Diane Battiato for Register of Deeds|08 1st General Election Campaign Statement|10/06/2008|10/14/2008|200.00|PAID|||01/14/2009|Battiato|Diane|
2407|Bruce Lear for City Council|08 1st General Election Campaign Statement|10/06/2008|10/21/2008|375.00|REDUCED|0.00|11/26/2008||Lear|Bruce|
2408|Elect Bill McMullen County Supervisor|Exemption Statement|01/13/2008|10/15/2008|750.00|REDUCED|0.00|12/02/2008||McMullen|Bill|
2410|Neb Farm PAC|08 Post Primary Campaign Statement|06/23/2008|10/17/2008|750.00|PAID|||12/19/2008|||
2411|Committee to Elect Chris Rodgers|08 1st General Election Campaign Statement|10/06/2008|10/15/2008|225.00|PAID|||12/22/2008|Rodgers|Chris|
2415|Gregory Mahloch Omaha School Board Campaign|08 2nd General Election Campaign Statement|10/27/2008|10/29/2008|50.00|PAID|||12/24/2008|Mahloch|Gregory|
2418|NE Cattlemen PAC|08 2nd General Election Campaign Statement|10/27/2008|11/17/2008|525.00|RED/PAID|25.00|12/17/2008|12/17/2008|||
2419|Shawn Mohr Melotz for NRD 5|08 2nd General Election Campaign Statement|10/27/2008|11/03/2008|175.00|REDUCED|0.00|01/16/2009||Melotz|Shawn Mohr|
2420|Pate for Millard School Board|08 1st General Election Campaign Statement|10/06/2008|10/27/2008|525.00|REDUCED|0.00|12/05/2008||Pate|Michael|
2423|NE League of Conservation Voters Action Fund|Report of Late Independent Expenditure|10/27/2008|12/03/2008|1266.09|REDUCED|0.00|01/26/2009||||
2425|Friends for Carol Russell|08 1st General Election Campaign Statement|10/06/2008|10/21/2008|375.00|PAID|||01/21/2009|Russell|Carol|
2426|Weber for OPPD|08 1st General Election Campaign Statement|10/06/2008|10/27/2008|525.00|PAID|||02/12/2009|Weber|Dale|
2428|Business & Agriculture for Education|08 Post General Election Campaign Statement|01/13/2009|01/20/2009|175.00|PAID|||02/04/2009|||
2437|ABC PAC (Associated Builders & Contractors)|08 Post General Election Campaign Statement|01/13/2009|01/22/2009|225.00|PAID|||02/18/2009|||
2439|Duda for County Board|Report of Late Contribution|10/23/2008|01/14/2009|1168.00|REDUCED|0.00|02/20/2009||Duda|Clare|
2475|Citizens for Free Nebraska|February Monthly Campaign Statement|03/02/2009|03/31/0200|200.00|REDUCED|0.00|04/15/2009||||
2476|Lautenbaugh for Legislature|CFLA-2|01/02/2009|01/06/2009|100.00|REDUCED|0.00|04/02/2009||Lautenbaugh|Scott|
2477|Lautenbaugh for Legislature|CFLA-4|01/02/2009|01/06/2009|100.00|REDUCED|0.00|04/02/2009||Lautenbaugh|Scott|
2478|Professional Insurance Agents of NE PAC|08 1st General Election Campaign Statement|10/06/2008|01/15/2009|750.00|REDUCED|0.00|06/19/2009||||
2479|Professional Insurance Agents of NE PAC|08 2nd General Election Campaign Statement|10/27/2008|01/15/2009|750.00|PAID|||06/24/2009|||
2480|Friends for Crystal Rhoades|09 2nd Primary Campaign Statement|03/30/2009|03/31/2009|25.00|PAID|||06/19/2009|Rhoades|Crystal|
2485|Hudkins County Commissioner Committee|08 Post General Election Campaign Statement|01/13/2009|01/15/2009|50.00|PAID|||04/22/2009|Hudkins|Larry|
2486|Mayhew for School Board|09 2nd Primary Campaign Statement|03/30/2009|04/01/2009|50.00|PAID|||04/30/2009|Mayhew|Don|
2488|Festersen for City Council|Report of Late Contribution|03/27/2009|03/30/2009|300.00|REDUCED|0.00|05/04/2009||Festersen|Pete|
2489|McGowan for MUD|08 Post General Election Campaign Statement|01/13/2009|01/20/2009|175.00|PAID|||04/30/2009|McGowan|Mike|
2513|Jim Suttle for Mayor of Omaha|Report of Late Contribution|03/30/2009|04/01/2009|200.00|REDUCED|0.00|07/06/2009||Suttle|Jim|
2514|Jim Suttle for Mayor of Omaha|Report of Late Contribution|03/30/2009|04/01/2009|200.00|REDUCED|0.00|07/06/2009||Suttle|Jim|
2515|Jim Suttle for Mayor of Omaha|Report of Late Contribution|03/30/2009|04/01/2009|200.00|REDUCED|0.00|07/06/2009||Suttle|Jim|
2531|Campaign for Nebraska\'s Future|09 2nd General Election Campaign Statement|05/04/2009|05/11/2009|175.00|PAID|||07/24/2009|||
2567|Barry DeJong for School Board|09 Annual Campaign Statement|02/01/2010|02/19/2010|450.00|REDUCED|0.00|02/23/2010||DeJong|Barry|
2534|NE Democratic Party|09 Post General Election Campaign Statement|06/22/2009|06/24/2009|50.00|PAID|||08/13/2010|||
2537|Mayhew for School Board|09 Post General Election Campaign Statement|06/15/2009|07/20/2009|750.00|PAID|||07/28/2009|Mayhew|Don|
