Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
UNION PACIFIC RAILROAD COMPANY|99CUA00078|09/10/2007|99PPC00002|08/14/2007|15000|7590171|NE REPUBLICAN PARTY
UNION PACIFIC RAILROAD COMPANY|99CUA00078|09/10/2007|05CAC00739|08/30/2007|1000|7590171|WHITE FOR LEGISLATURE
NE STATE AFL - CIO|99CUA02736|07/06/2009|99PPC00003|06/15/2009|1500|8030002|NE DEMOCRATIC PARTY
ERICKSON & SEDERSTROM, P.C.|99CUA00201|09/12/2007|99CAC00439|09/07/2007|500|7590154|DIANE BATTIATO FOR REGISTER OF DEEDS
GWR WEALTH MANAGEMENT LLC|05CUA03229|09/12/2007|99PPC00002|08/10/2007|5000|7590156|NE REPUBLICAN PARTY
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|09/12/2007|99CAC00662|09/04/2007|200|7590159|HOWARD FOR LEGISLATURE
KIEWIT CORPORATION|99CUA00081|09/12/2007|99CAC00662|08/03/2007|1000|7590160|HOWARD FOR LEGISLATURE
KIEWIT CORPORATION|99CUA00081|09/12/2007|05CAC00739|08/28/2007|1500|7590160|WHITE FOR LEGISLATURE
WERNER ENTERPRISES, INC.|99CUA00553|09/12/2007|06CAC00853|08/15/2007|250|7590173|NELSON FOR LEGISLATURE
MADISON EDUCATION ASSOCIATION|07CUA04680|10/29/2007|07BQC00152|10/08/2007|400|7600092|FRIENDS OF EDUCATION
LAMP, RYNEARSON, & ASSOCIATES, INC.|99CUA02687|04/14/2009|08CAC01237|04/13/2009|500|7990061|JIM SUTTLE FOR MAYOR OF OMAHA
NE STATE AFL - CIO|99CUA02736|07/06/2009|99CAC00663|06/16/2009|480|8030002|FRIENDS FOR ABBIE CORNETT
NE STATE AFL - CIO|99CUA02736|07/06/2009|99CAC00662|06/29/2009|300|8030002|HOWARD FOR LEGISLATURE
SECURITY NATIONAL CORPORATION|99CUA02993|07/06/2009|08CAC01237|07/02/2009|1000|8030009|JIM SUTTLE FOR MAYOR OF OMAHA
STATESIDE ASSOCIATES|08CUA04813|07/06/2009|99CAC00562|06/24/2009|500|8030010|BRUNING FOR ATTORNEY GENERAL
YAHOO! INC.|08CUA05263|07/06/2009|99CAC00562|06/18/2009|2500|8030018|BRUNING FOR ATTORNEY GENERAL
PDM, INC.|99CUA00112|07/27/2009|08CAC01196|07/13/2009|250|8030074|JEAN STOTHERT FOR CITY COUNCIL
PDM, INC.|99CUA00112|07/27/2009|05CAC00722|07/17/2009|1000|8030074|GOVERNOR HEINEMAN COMMITTEE
MEDICO INSURANCE COMPANY|06CUA03612|08/05/2009|06CAC00797|07/21/2009|500|8030099|COMMITTEE TO ELECT JOHN EWING 
AMBASSADOR REAL ESTATE|99CON06664|08/06/2009|09IRC00493|07/16/2009|1000|8030089|OMAHA AREA BOARD OF REALTORS PAC (NR)
CELEBRITY HOMES, INC.|99CUA00733|08/06/2009|08CAC01237|08/05/2009|500|8030091|JIM SUTTLE FOR MAYOR OF OMAHA
EHPV LOTTERY SERVICES LLC|08CUA04940|08/06/2009|08CAC01196|07/08/2009|500|8030094|JEAN STOTHERT FOR CITY COUNCIL
EHPV LOTTERY SERVICES LLC|08CUA04940|08/06/2009|09CAC01362|07/09/2009|250|8030094|GENE CARROLL FOR CITY COUNCIL
UNION PACIFIC RAILROAD COMPANY|99CUA00078|01/08/2008|99PAC00092|12/27/2007|2500|7610250|NEBRASKA-PAC
FULLENKAMP, DOYLE & JOBEUN|99CUA02564|02/14/2008|99PPC00003|01/24/2008|500|7650081|NE DEMOCRATIC PARTY
ERICKSON & SEDERSTROM, P.C.|99CUA00201|01/09/2008|99PPC00024|01/07/2008|500|7610235|DOUGLAS COUNTY REPUBLICAN PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2008|05CAC00747|12/05/2007|100|7610237|LATHROP FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2008|05CAC00757|12/05/2007|100|7610237|WIGHTMAN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2008|99CAC00686|12/06/2007|250|7610237|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2008|06CAC00768|12/20/2007|100|7610237|PANKONIN FOR LEGISLATURE
HDR, INC.|99CUA00046|01/10/2008|99CAC00547|12/14/2007|1000|7610238|THE COMMITTEE TO ELECT CHUCK SIGERSON
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/10/2008|99PPC00023|01/08/2008|250|7610245|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/10/2008|99PPC00024|01/09/2008|250|7610246|DOUGLAS COUNTY REPUBLICAN PARTY
UST PUBLIC AFFAIRS INC|99CUA00164|01/10/2008|99CAC00648|12/05/2007|500|7620001|FISCHER FOR LEGISLATURE
UST PUBLIC AFFAIRS INC|99CUA00164|01/10/2008|99CAC00663|12/05/2007|500|7620001|FRIENDS FOR ABBIE CORNETT
UST PUBLIC AFFAIRS INC|99CUA00164|01/10/2008|99CAC00647|12/05/2007|500|7620001|MIKE FLOOD FOR LEGISLATURE
UST PUBLIC AFFAIRS INC|99CUA00164|01/10/2008|99CAC00670|12/21/2007|500|7620001|LANGEMEIER FOR LEGISLATURE
JOHN P. FAHEY LAW OFFICE, P.C.|99CUA00276|01/11/2008|99PPC00023|01/09/2008|1000|7610236|DOUGLAS COUNTY DEMOCRATIC PARTY
VALMONT INDUSTRIES, INC.|99CUA00525|01/11/2008|05CAC00755|01/08/2008|500|7620002|ASHFORD FOR LEGISLATURE
WESTSIDE COMMUNITY SCHOOLS FOUNDATION, INC.|08CUA04711|01/11/2008|07BQC00180|10/13/2007|25000|7620003|CITIZENS FOR WESTSIDE COMMUNITY SCHOOLS
AG PROCESSING, INC.|99CUA01545|01/14/2008|99PPC00003|01/09/2008|1250|7620100|NE DEMOCRATIC PARTY
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|06CAC00890|12/11/2007|250|7620103|FRIENDS FOR PAM TUSA
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|99CAC00663|12/20/2007|200|7620103|FRIENDS FOR ABBIE CORNETT
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|07CAC01063|12/28/2007|250|7620103|FRIENDS FOR HEATH MELLO
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|99PPC00023|01/02/2008|1000|7620103|DOUGLAS COUNTY DEMOCRATIC PARTY
KELLEY &  LEHAN PC|99CUA00067|12/11/2007|99CAC00686|02/15/2007|20.38|7600246|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
KELLEY &  LEHAN PC|99CUA00067|12/11/2007|99CAC00686|02/08/2007|100|7600246|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|01/15/2008|99CAC00687|12/28/2007|500|7620105|KOPPLIN FOR LEGISLATURE
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|01/15/2008|99CAC00663|12/28/2007|1000|7620105|FRIENDS FOR ABBIE CORNETT
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|01/15/2008|07CAC01063|12/28/2007|500|7620105|FRIENDS FOR HEATH MELLO
AMERICAN COMMUNICATIONS GROUP, INC.|99CUA02458|01/16/2008|99PPC00003|01/15/2008|300|7620101|NE DEMOCRATIC PARTY
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|12/27/2007|07CAC01035|11/15/2007|100|7610084|NORDQUIST FOR LEGISLATURE
APOLLO GROUP, INC.|05CUA03269|01/29/2008|99PPC00003|01/18/2008|2500|7640057|NE DEMOCRATIC PARTY
RAI SERVICES - REYNOLDS AMERICAN INC.|07CUA04650|09/06/2007|99CAC00169|08/09/2007|500|7590137|DWITE PEDERSEN FOR PUBLIC OFFICE
CARPENTERS DISTRICT COUNCIL OF KC & VICINITY|05CUA03266|02/08/2008|99PPC00003|01/22/2008|2500|7640168|NE DEMOCRATIC PARTY
HDR, INC.|99CUA00046|02/08/2008|99PPC00024|01/11/2008|1000|7640172|DOUGLAS COUNTY REPUBLICAN PARTY
HDR, INC.|99CUA00046|02/08/2008|99CAC00709|01/11/2008|1000|7640172|FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)
WERNER ENTERPRISES, INC.|99CUA00553|02/08/2008|08IRC00485|01/16/2008|1000|7640186|CA TRUCKING ASSOCIATION (NOT REGISTERED)
CONAGRA FOODS, INC.|99CUA00108|02/08/2008|99PPC00003|01/14/2008|300|7640169|NE DEMOCRATIC PARTY
LEAGUE OF NEBRASKA MUNICIPALITIES|99CUA01861|02/08/2008|07BQC00175|01/31/2008|15000|7640174|YES ON 1 
BRONCO'S LAND CO.|99CUA00080|02/11/2008|99CAC00709|01/18/2008|500|7650079|FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/08/2008|07CAC01064|04/07/2008|250|7740101|MCCOLLISTER FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|07CAC01035|03/03/2008|200|7740104|NORDQUIST FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|07CAC01047|03/03/2008|50|7740104|KURT GESCHWENDER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|08CAC01078|03/03/2008|50|7740104|GARWOOD FOR LEGISLATURE 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|05CAC00762|03/06/2008|100|7740104|MARK CHRISTENSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|99CAC00579|03/06/2008|100|7740104|MIKE FRIEND FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|08CAC01089|03/06/2008|50|7740104|KEN HAAR FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|06CAC00807|03/06/2008|100|7740104|MCGILL FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|08CAC01110|03/11/2008|50|7740104|JAMES GEORGE FOR LEGISLATURE 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|05CAC00733|03/14/2008|100|7740104|TOM CARLSON FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|99CAC00618|03/24/2008|100|7740104|LOUDEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2008|07CAC01045|03/24/2008|50|7740104|COMMITTEE TO ELECT COLBY COASH
LYMAN-RICHEY CORPORATION|99CUA00227|04/08/2008|08CAC01106|04/02/2008|250|7440107|COMMITTEE TO ELECT BRENDA COUNCIL
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|04/09/2008|99CAC00562|03/05/2008|1000|7440114|BRUNING FOR ATTORNEY GENERAL
BIG RED LOTTERY SERVICES, LTD|99CON00253|04/10/2008|08CAC01098|03/12/2008|250|7440095|FRIENDS FOR MARC KRAFT
BIG RED LOTTERY SERVICES, LTD|99CON00253|04/10/2008|99CAC00552|03/12/2008|500|7440095|CITIZENS FOR GERNANDT
CONAGRA FOODS, INC.|99CUA00108|04/10/2008|99CAC00562|03/31/2008|5000|7440098|BRUNING FOR ATTORNEY GENERAL
FIRST NATIONAL OF NEBRASKA|99CUA00117|04/10/2008|99CAC00562|04/10/2008|1500|7740102|BRUNING FOR ATTORNEY GENERAL
FIRST NATIONAL OF NEBRASKA|99CUA00117|04/10/2008|99CAC00709|04/10/2008|1000|7740102|FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)
LYMAN-RICHEY CORPORATION|99CUA00227|04/10/2008|08CAC01102|04/11/2008|300|7440108|MAYOR SKIP EDWARDS COMMITTEE
AMERITAS INVESTMENT CORP|99CUA00370|04/23/2008|08BQC00196|04/17/2008|1155.63|7750092|KEEP IMPROVING DISTRICT SCHOOLS (KIDS) (BROKEN BOW
TENASKA, INC.|99CUA00714|04/10/2008|08BQC00192|04/04/2008|7500|7440117|NE RESEARCH & DEVELOPMENT FOUNDATION
UNION PACIFIC RAILROAD COMPANY|99CUA00078|02/11/2008|08CAC01096|01/22/2008|500|7650094|LAUTENBAUGH FOR LEGISLATURE
E & A CONSULTING GROUP, INC.                |99CUA00220|05/20/2008|07CAC01064|05/13/2008|250|7770220|MCCOLLISTER FOR PSC
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|05/20/2008|07CAC01047|05/01/2008|200|7770223|KURT GESCHWENDER FOR LEGISLATURE
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|05/20/2008|08CAC01078|05/01/2008|200|7770223|GARWOOD FOR LEGISLATURE 
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|05/20/2008|08CAC01085|05/01/2008|200|7770223|JEFFERS FOR LEGISLATURE
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|05/20/2008|07CAC01057|05/01/2008|200|7770223|MCCOY FOR LEGISLATURE COMMITTEE
LYMAN-RICHEY CORPORATION|99CUA00227|05/22/2008|07CAC01064|05/19/2008|250|7770221|MCCOLLISTER FOR PSC
LYMAN-RICHEY CORPORATION|99CUA00227|05/22/2008|99CAC00149|05/19/2008|250|7770222|ANNE BOYLE FOR PUBLIC SERVICE COMMISSION
COX COMMUNICATIONS, INC.|99CUA00739|05/28/2008|05CAC00722|05/21/2008|5000|7780008|GOVERNOR HEINEMAN COMMITTEE
H & H CHEVROLET, LLC|99CUA00481|05/29/2008|08CAC01312|05/28/2008|100|7780010|VOKAL FOR MAYOR
TELEBEEP, INC.|08CUA04893|05/30/2008|07CAC01041|04/14/2008|1000|7780011|TOM SCHOMMER FOR MAYOR
TYSON FOODS, INC|99CON06054|05/30/2008|99PPC00002|02/29/2008|1000|7780013|NE REPUBLICAN PARTY
MYERS LAND & CATTLE INC.|08CUA04803|04/10/2008|08BQC00194|04/03/2008|750|7740111|CITIZENS ASSOCIATION FOR RESPONSIBLE EDUCATION 25
AMERICAN COUNCIL OF ENGINEERING COMPANIES, NE|08CUA04938|06/02/2008|99PPC00003|01/15/2008|300|7780031|NE DEMOCRATIC PARTY
KIEWIT CORPORATION|99CUA00081|06/02/2008|05CAC00722|05/09/2008|5000|7780036|GOVERNOR HEINEMAN COMMITTEE
NE STATE EDUCATION ASSOCIATION|99CUA00350|09/07/2007|08BQC00196|08/30/2007|250|7590134|KEEP IMPROVING DISTRICT SCHOOLS (KIDS) (BROKEN BOW
C & A INDUSTRIES, INC.|08CUA04939|06/03/2008|99CAC00562|05/30/2008|500|7780034|BRUNING FOR ATTORNEY GENERAL
PEPSICO|05CUA03334|06/03/2008|99CAC00562|05/20/2008|2500|7780046|BRUNING FOR ATTORNEY GENERAL
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 22|99CUA00225|11/01/2005|99CAC00072|10/27/2005|500|7090123|ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR
FULLENKAMP, DOYLE & JOBEUN|99CUA02564|10/06/2005|99PPC00024|09/26/2005|250|7080211|DOUGLAS COUNTY REPUBLICAN PARTY
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/06/2005|99CAC00663|07/18/2005|100|7080212|FRIENDS FOR ABBIE CORNETT
WEST CORPORATION|99CON04633|10/06/2005|99CAC00562|09/28/2005|250|7080229|BRUNING FOR ATTORNEY GENERAL
DOUBLE EAGLE BEVERAGE LLC|99CON07447|10/31/2005|05CAC00722|10/27/2005|150|7090113|GOVERNOR HEINEMAN COMMITTEE
L.G. ROLOFF CONSTRUCTION COMPANY, INC.|99CUA01776|10/31/2005|05BQC00112|10/03/2005|2500|7090125|NEIGHBORS FOR BETTER STREETS AND SEWERS
E & A CONSULTING GROUP, INC.                |99CUA00220|11/02/2005|99CAC00072|10/28/2005|500|7090115|ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR
ERICKSON & SEDERSTROM, P.C.|99CUA00201|11/08/2005|05CAC00728|10/27/2005|250|7090159|KLEINE FOR DOUGLAS COUNTY ATTORNEY 
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|10/02/2006|06CAC00765|09/05/2006|1000|7360114|BROWN FOR LEGISLATURE
ANHEUSER-BUSCH COMPANIES|99CUA00091|10/02/2006|06CAC00852|09/26/2006|250|7350065|MARC KRAFT FOR LEGISLATURE
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|10/02/2006|05CAC00722|09/05/2006|5000|7360114|GOVERNOR HEINEMAN COMMITTEE
HAWKINS CONSTRUCTION COMPANY|99CUA00109|10/03/2006|05CAC00728|09/15/2006|500|7360082|KLEINE FOR DOUGLAS COUNTY ATTORNEY 
R.J. REYNOLDS TOBACCO COMPANY|99CUA00114|10/04/2006|99CAC00670|08/07/2006|500|7360117|LANGEMEIER FOR LEGISLATURE
R.J. REYNOLDS TOBACCO COMPANY|99CUA00114|10/04/2006|99CAC00618|08/07/2006|500|7360117|LOUDEN FOR LEGISLATURE
GENE STEFFY'S CHRYSLER CENTER, INC.|06CUA03523|10/10/2006|05CAC00722|10/07/2006|1000|7370082|GOVERNOR HEINEMAN COMMITTEE
NE COUNCIL OF SCHOOL ADMINISTRATORS|99CUA01351|10/10/2006|06BQC00140|09/07/2006|8000|7370101|FAMILIES FOR AMENDMENT 5
NE TELECOMMUNICATIONS ASSOCIATION|99CUA02794|10/10/2006|06CAC00832|09/26/2006|300|7370106|WALLMAN FOR LEGISLATURE
NE WINE & SPIRITS, INC.|99CUA02469|10/10/2006|06CAC00772|09/21/2006|300|7370107|NEBRASKANS FOR SHOEMAKER
NE WINE & SPIRITS, INC.|99CUA02469|10/10/2006|05CAC00726|09/21/2006|300|7370107|AVERY FOR LEGISLATURE
STERLING DISTRIBUTING COMPANY|99CUA01241|10/10/2006|06CAC00771|09/21/2006|300|7370118|RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32
KELLEY &  LEHAN PC|99CUA00067|10/12/2006|05CAC00741|10/04/2006|25.34|7370090|GARRISON FOR LEGISLATURE
FIRST NATIONAL OF NEBRASKA|99CUA00117|10/13/2006|06BQC00145|10/13/2006|10000|7370080|NE TAXPAYERS AGAINST 423
NE CHAMBER OF COMMERCE & INDUSTRY|99CUA00250|10/16/2006|06BQC00145|10/11/2006|10000|7370179|NE TAXPAYERS AGAINST 423
NE STATE COUNCIL OF MACHINISTS|99CUA02831|10/11/2006|05CAC00764|10/02/2006|500|7370103|FRIENDS FOR LYNNE ANDERSON
FRATERNAL ORDER OF POLICE, LODGE NO. 8, INC.|99CUA00181|10/20/2006|05CAC00740|09/30/2006|750|7370165|PETE PIRSCH FOR LEGISLATURE
PLUMBERS LOCAL UNION NO. 16 COPE FUND|99CUA00063|10/20/2006|05CAC00764|10/18/2006|1000|7370194|FRIENDS FOR LYNNE ANDERSON
PLUMBERS LOCAL UNION NO. 16 COPE FUND|99CUA00063|10/20/2006|06CAC00890|10/18/2006|2000|7370194|FRIENDS FOR PAM TUSA
US BANCORP|99CUA03189|10/13/2006|06BQC00143|10/05/2006|2500|7370123|BUILDING A BETTER NEBRASKA WITH AMENDMENT 1 COMMIT
CENTENNIAL PARK RETIREMENT VILLAGE|06CUA04024|10/25/2006|06BQC00138|10/19/2006|300|7380115|NEBRASKANS FOR THE GOOD LIFE
AMFIRST FINANCIAL SERVICES|99CON06400|11/02/2006|06BQC00143|10/25/2006|250|7390198|BUILDING A BETTER NEBRASKA WITH AMENDMENT 1 COMMIT
GOTHENBURG STATE BANK AND TRUST COMPANY|99CUA01034|11/02/2006|06BQC00143|10/23/2006|500|7390213|BUILDING A BETTER NEBRASKA WITH AMENDMENT 1 COMMIT
TENET HEALTHCARE|99CON04790|04/16/2007|99PPC00002|03/19/2007|1250|7560012|NE REPUBLICAN PARTY
NE CREDIT UNION LEAGUE |99CUA03082|11/02/2006|06CAC00801|10/24/2006|2500|7390227|BOND FOR LEGISLATURE
TEAMSTERS JOINT COUNCIL NO 554 / 81 DRIVE|99CUA00090|11/02/2006|06CAC00807|10/03/2006|300|7400001|MCGILL FOR LEGISLATURE
TENET HEALTHCARE|99CON04790|04/16/2007|99CAC00663|03/02/2007|100|7560012|FRIENDS FOR ABBIE CORNETT
TENET HEALTHCARE|99CON04790|04/16/2007|05CAC00755|03/22/2007|250|7560012|ASHFORD FOR LEGISLATURE
TENET HEALTHCARE|99CON04790|04/16/2007|05CAC00763|03/22/2007|250|7560012|HANSEN FOR LEGISLATURE
TENET HEALTHCARE|99CON04790|04/16/2007|99CAC00579|03/22/2007|250|7560012|MIKE FRIEND FOR LEGISLATURE
TENET HEALTHCARE|99CON04790|04/16/2007|99CAC00565|03/22/2007|250|7560012|MINES FOR LEGISLATURE
SRRAM INC.|07CUA04619|04/16/2007|06CAC00937|04/05/2007|500|7560010|SVOBODA FOR MAYOR
NEBRASKA COALITION FOR INTERIOR DESIGN`|07CUA04620|04/17/2007|99PPC00002|03/09/2007|1250|7560007|NE REPUBLICAN PARTY
ALFRED BENESCH & COMPANY (FKA HWS CONSULTING)|99CUA02668|04/17/2007|05CAC00724|04/16/2007|500|7560002|CITIZENS FOR BEUTLER 
ALFRED BENESCH & COMPANY (FKA HWS CONSULTING)|99CUA02668|04/17/2007|06CAC00937|04/16/2007|500|7560002|SVOBODA FOR MAYOR
FRASER STRYKER PC LLO|99CUA00203|04/18/2007|99CAC00149|04/16/2007|250|7550250|ANNE BOYLE FOR PUBLIC SERVICE COMMISSION
COX COMMUNICATIONS, INC.|99CUA00739|04/19/2007|99PPC00002|03/06/2007|1250|7550247|NE REPUBLICAN PARTY
DUNCAN FAMILY TRUST|07CUA04592|04/19/2007|05CAC00724|02/15/2007|500|7550249|CITIZENS FOR BEUTLER 
IMSCORP|06CUA03626|04/20/2007|05BQC00118|03/03/2006|2500|7560003|COMMUNITY FOR KIDS COMMITTEE
KVI ASSOCIATES, INC.|99CUA00171|04/20/2007|99CAC00552|04/09/2007|2000|7560004|CITIZENS FOR GERNANDT
UNITED STEELWORKERS, DISTRICT 11 |99CON03506|04/20/2007|05CAC00724|04/18/2007|10000|7560013|CITIZENS FOR BEUTLER 
JOHN MARKEL, INC.|99CUA01144|05/11/2007|99CAC00442|05/10/2007|500|7560228|MICHAEL G. FAHEY FOR MAYOR
AG PROCESSING, INC.|99CUA01545|05/14/2007|99PPC00003|04/26/2007|1250|7570063|NE DEMOCRATIC PARTY
BLACKWELL SANDERS PEPER MARTIN - KANSAS CITY|99CUA03193|05/14/2007|99PPC00003|03/05/2007|800|7570064|NE DEMOCRATIC PARTY
OMAHA EXPOSITION & RACING, DBA HORSEMEN'S PARK|99CUA02308|05/14/2007|05CAC00728|05/07/2007|500|7570074|KLEINE FOR DOUGLAS COUNTY ATTORNEY 
CREDIT MANAGEMENT SERVICES, INC.|99CON07461|10/06/2008|08CAC01111|10/01/2008|500|7820035|HADLEY FOR LEGISLATURE 
DIAGEO NORTH AMERICA, INC|05CUA03363|10/06/2008|99CAC00562|09/18/2008|1000|7820036|BRUNING FOR ATTORNEY GENERAL
LEAGUE OF NEBRASKA MUNICIPALITIES|99CUA01861|10/06/2008|08BQC00186|09/12/2008|2000|7820053|NEBRASKANS UNITED
PFIZER, INC|06CUA04348|10/06/2008|07CAC01043|09/05/2008|250|7820059|CITIZENS FOR MARVIN
PFIZER, INC|06CUA04348|10/06/2008|07CAC01052|09/09/2008|250|7820059|MIKE GLOOR FOR LEGISLATURE
PFIZER, INC|06CUA04348|10/06/2008|08CAC01085|09/25/2008|250|7820059|JEFFERS FOR LEGISLATURE
PFIZER, INC|06CUA04348|10/06/2008|08CAC01096|09/09/2008|250|7820059|LAUTENBAUGH FOR LEGISLATURE
PFIZER, INC|06CUA04348|10/06/2008|08CAC01080|09/09/2008|250|7820059|SCHILZ FOR LEGISLATURE
PFIZER, INC|06CUA04348|10/06/2008|08CAC01069|09/09/2008|250|7820059|SULLIVAN FOR LEGISLATURE
PFIZER, INC|06CUA04348|10/06/2008|07CAC01042|09/09/2008|250|7820059|DENNIS UTTER FOR LEGISLATURE 
WEST CORPORATION|99CON04633|10/06/2008|07CAC01047|09/29/2008|2000|7820065|KURT GESCHWENDER FOR LEGISLATURE
WEST CORPORATION|99CON04633|10/06/2008|08CAC01118|09/29/2008|2000|7820066|CITIZENS TO ELECT SCOTT PRICE
WEST CORPORATION|99CON04633|10/06/2008|07CAC01057|09/29/2008|2000|7820067|MCCOY FOR LEGISLATURE COMMITTEE
DR. MATTHEW J. PERSHING LLC|08CUA05305|10/07/2008|08BQC00204|09/23/2008|500|7820038|HASTINGS CITIZENS FOR WATER FLOURIDATION
HAWKINS CONSTRUCTION COMPANY|99CUA00109|10/07/2008|08CAC01098|09/23/2008|500|7820049|FRIENDS FOR MARC KRAFT
TFL INC. DBA TOBACCO & PHONES 4 LESS|08CUA04768|10/07/2008|99CAC00709|09/23/2008|2000|7820061|FRIENDS FOR JIM SUTTLE (DISSOLVED 12/11/2008)
ATCHLEY FORD, INC.|99CUA00389|10/07/2008|08CAC01098|10/02/2008|100|7820031|FRIENDS FOR MARC KRAFT
EAKES OFFICE PLUS INC.|99CUA00584|10/09/2008|08BQC00200|09/22/2008|500|7820040|25 COUNTIES FOR OUR FUTURE
CLINE, WILLIAMS, WRIGHT, JOHNSON & OLDFATHER|99CUA00275|10/09/2008|08BQC00200|09/22/2008|2000|7820032|25 COUNTIES FOR OUR FUTURE
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|07CAC01052|09/10/2008|500|7820034|MIKE GLOOR FOR LEGISLATURE
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|07CAC01062|09/12/2008|500|7820034|KATHY CAMPBELL FOR LEGISLATURE
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|08CAC01111|09/12/2008|500|7820034|HADLEY FOR LEGISLATURE 
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|08CAC01106|09/29/2008|500|7820034|COMMITTEE TO ELECT BRENDA COUNCIL
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|08CAC01096|09/29/2008|500|7820034|LAUTENBAUGH FOR LEGISLATURE
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|99CAC00670|09/29/2008|500|7820034|LANGEMEIER FOR LEGISLATURE
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|07CAC01043|09/29/2008|500|7820034|CITIZENS FOR MARVIN
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|99CAC00666|09/29/2008|250|7820034|FRIENDS OF RICH PAHLS
COPIC INSURANCE COMPANY|06CUA03622|10/10/2008|07CAC01050|09/29/2008|500|7820034|FRIENDS FOR REX MOATS
AG PROCESSING, INC.|99CUA01545|10/08/2008|07CAC01057|10/07/2008|1000|7820030|MCCOY FOR LEGISLATURE COMMITTEE
AG PROCESSING, INC.|99CUA01545|10/08/2008|07CAC01052|10/07/2008|1000|7820030|MIKE GLOOR FOR LEGISLATURE
AG PROCESSING, INC.|99CUA01545|10/08/2008|08CAC01108|10/02/2008|1000|7820030|BARRIENTOS-PATLAN FOR LEGISLATURE
AG PROCESSING, INC.|99CUA01545|10/08/2008|07CAC01042|10/02/2008|1000|7820030|DENNIS UTTER FOR LEGISLATURE 
