Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|PAC Name
COX COMMUNICATIONS, INC.|99CUA00739|10/01/2007|nadc06|09/26/2007|09/26/2007|7590202|C|||
D.A. DAVIDSON & COMPANY|99CON08453|09/10/2007|nadc06|09/06/2007|09/04/2007|7590121|C|||
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|09/10/2007|nadc06|09/06/2007|09/05/2007|7590130|C|99PAC00034|August 2007    55 hours of personal service of 6 employees in connection with the administration of IMPAC, a separate segregated political fund.       |MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
JENSEN ASSOCIATES, INC.|99CUA00066|09/10/2007|nadc06|09/07/2007|09/07/2007|7590124|C|||
E & A CONSULTING GROUP, INC.                |99CUA00220|11/05/2007|nadc06|11/01/2007|10/31/2007|7600086|C|||
FITZGERALD, VETTER AND TEMPLE|07CUA04681|11/05/2007|nadc06|11/01/2007|10/31/2007|7600087|C|||
CREDIT MANAGEMENT SERVICES, INC.|99CON07461|01/15/2008|nadc06|01/08/2008|01/07/2008|7610234|C|||
LEAGUE OF NEBRASKA MUNICIPALITIES|99CUA01861|12/10/2007|nadc06|12/06/2007|12/06/2007|7600210|C|||
AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES|99CUA01007|12/17/2007|nadc06|12/10/2007|12/06/2007|7600237|L|||
UNION PACIFIC RAILROAD COMPANY|99CUA00078|12/17/2007|nadc06|12/10/2007|12/10/2007|7610005|C|||
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|nadc05|12/11/2007|12/10/2007|7600248|C|||
KELLEY &  LEHAN PC|99CUA00067|01/14/2008|nadc05|12/11/2007|12/10/2007|7600249|C|||
BIG RED COMPANIES|07CUA04590|01/15/2008|nadc06|01/08/2008|01/07/2008|7610230|C|||
KIEWIT CORPORATION|99CUA00081|01/15/2008|nadc06|01/08/2008|01/07/2008|7610240|C|||
NE BANKERS ASSOCIATION|99CUA00925|01/15/2008|nadc06|01/08/2008|01/07/2008|7610243|I|99PAC00041|12/14/07  Mileage, Lodging & Parking-Committee Member  12/14/07  Administrative & Secretarial Support  12/31/07  Conference Call-PAC Meeting  12/31/07  Mileage, Lodging & Parking-Committee Member  12/31/07  Administriative & Secretarial Support  12/31/07  Postage|NE BANKERS STATE PAC
PAYROLL MAXX, LLC|99CON04459|01/15/2008|nadc06|01/08/2008|01/07/2008|7610247|C|||
PHILIP MORRIS U.S.A. INC. (SEE ALTRIA CLIENT SRVC)|99CUA00128|02/01/2008|nadc01|01/08/2008|01/08/2008|7610248|C|||
UNION PACIFIC RAILROAD COMPANY|99CUA00078|02/19/2008|nadc04|01/08/2008|01/08/2008|7610250|C|||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|01/15/2008|nadc06|01/09/2008|01/07/2008|7610235|C|||
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/15/2008|nadc06|01/09/2008|01/08/2008|7610237|C|||
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|01/15/2008|nadc06|01/09/2008|01/07/2008|7610242|C|99PAC00034|December  50 hours of personal service of two employees                               2007    in connection with the administration of             IMPAC, a separate segregated political fund.|MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
CELEBRITY HOMES, INC.|99CUA00733|06/14/2005|nadc05|03/30/2005|03/28/2005|7010131|C|||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|04/08/2005|nadc06|03/30/2005|03/25/2005|7010142|C|||
AQUILA NETWORKS, INC.|99CUA00064|05/09/2005|nadc06|05/03/2005|05/02/2005|7040072|C|||
BAAS & ASSOCIATES, PC|05CUA03213|05/09/2005|nadc06|05/03/2005|05/02/2005|7040074|C|||
ASSOCIATED ELECTRICAL SALES, INC./AES LIGHTING GRP|99CUA00145|05/16/2005|nadc06|05/12/2005|05/09/2005|7040167|C|||
JOHNSON & JOHNSON|99CUA02961|05/16/2005|nadc06|05/12/2005|05/09/2005|7040188|C|||
CARPENTERS DISTRICT COUNCIL OF KC & VICINITY|05CUA03266|05/16/2005|nadc06|05/12/2005|05/12/2005|7040176|L|||
NORTHERN NATURAL GAS|99CUA00100|06/06/2005|nadc06|06/03/2005|06/01/2005|7050217|C|||
ALFRED BENESCH & COMPANY (FKA HWS CONSULTING)|99CUA02668|06/06/2005|nadc06|06/03/2005|06/02/2005|7050212|C|||
HEARTS UNITED FOR ANIMALS |05CUA03291|06/14/2005|nadc02|06/07/2005|06/06/2000|7060035|C|||
ALLIANCE GROUP, INC.|05CUA03270|06/27/2005|nadc01|06/21/2005|06/20/2005|7060185|C|||
PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA|99CUA02911|06/27/2005|nadc01|06/22/2005|06/22/2005|7060189|C|||
EASTERN NEBRASKA TRAILS NETWORK|05CUA03250|07/11/2005|nadc01|07/05/2005|07/02/2005|7070013|C||\'\'|
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/11/2005|nadc01|07/05/2005|07/01/2005|7070014|C||\'\'|
CAR MAX AUTO SUPERSTORES, INC.|05CUA03302|07/11/2005|nadc01|07/08/2005|07/05/2005|7070007|C||\'\'\'\'\'\'|
CARPENTERS DISTRICT COUNCIL OF KC & VICINITY|05CUA03266|07/11/2005|nadc01|07/08/2005|07/06/2005|7070006|L||\'\'\'\'\'\'|
CONAGRA FOODS, INC.|99CUA00108|07/11/2005|nadc01|07/08/2005|07/08/2005|7070010|C||\'\'\'\'\'\'|
DAILY RECORD, INC., THE|99CUA00519|07/11/2005|nadc01|07/08/2005|07/07/2005|7070011|C||\'\'\'\'\'\'|
HEARTS UNITED FOR ANIMALS |05CUA03291|07/11/2005|nadc01|07/08/2005|07/07/2005|7070019|C||\'\'\'\'\'\'|
NABITY FINANCIAL GROUP|99CUA02867|07/20/2005|nadc01|07/13/2005|07/13/2005|7070070|C||\'\'|
MECHANICAL SALES, INC.|05CUA03310|07/20/2005|nadc01|07/15/2005|07/14/2005|7070067|C||\'\'|
CORNERSTONE ENERGY|05CUA03268|07/25/2005|nadc01|07/19/2005|07/20/2005|7070095|C||\'\'|
EAKES OFFICE PLUS INC.|99CUA00584|07/25/2005|nadc01|07/20/2005|10/19/2005|7070096|C||\'\'|
AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES|99CUA01007|10/11/2005|nadc01|10/07/2005|10/07/2005|7080202|L|||
AMERICAN HARVEST COMPANY|99CUA03199|10/11/2005|nadc01|10/07/2005|10/06/2005|7080203|C|||
BENEFIT GROUP, INC., THE|99CUA00809|10/25/2005|nadc01|10/06/2005|10/05/2005|7080205|C|||
BURLINGTON NORTHERN SANTA FE COMPANY|99CUA00805|10/25/2005|nadc01|09/08/2005|09/08/2005|7080073|C|||
AMERICAN GAS ASSOCIATION|99CON07008|04/11/2006|nadc05|11/18/2005|11/15/2005|7090204|C|||
GREATER OMAHA CHAMBER OF COMMERCE|99CUA00921|12/12/2005|nadc01|12/05/2005|12/02/2005|7100081|C|||
DOUGLAS MANUFACTURING CORP.|99CUA00583|12/12/2005|nadc01|12/06/2005|12/05/2005|7100078|C|||
KIEWIT CORPORATION|99CUA00081|12/12/2005|nadc01|12/06/2005|12/05/2005|7100088|C|||
NEBRASKANS FOR WORKERS COMPENSATION EQUITY|99CUA03094|12/21/2005|nadc01|12/12/2005|12/09/2005|7100135|C|||
O\'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|12/21/2005|nadc01|12/12/2005|12/08/2005|7100136|C|||
NE STATE AFL - CIO|99CUA02736|01/12/2006|nadc01|01/05/2006|01/03/2006|7110085|L|||
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 22|99CUA00225|01/19/2006|nadc01|01/12/2006|01/11/2006|7120054|L|||
LEO A. DALY COMPANY|99CUA00168|06/05/2006|nadc06|05/30/2006|05/26/2006|7310157|C|||
VERIZON COMMUNICATIONS, INC.|05CUA03301|06/05/2006|nadc06|05/30/2006|05/19/2006|7310166|C|||
TILFORD PRINTING, INC|06CUA03776|06/05/2006|nadc06|05/31/2006|05/30/2006|7310165|C|||
NE NURSES\' ASSOCIATION|99CUA02600|06/05/2006|nadc06|06/01/2006|05/31/2006|7310161|P|99PAC00060|May 2006- $0 Postage  - $0 Copies  - $0 Conference Calls|NE NURSES ASSOCIATION PAC
PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA|99CUA02911|06/05/2006|nadc06|06/01/2006|06/01/2006|7310163|C|||
EBAY, INC.|99CUA03091|06/19/2006|nadc06|06/13/2006|06/08/2006|7320087|C|||
HALL LAW OFFICES, PC|06CUA03777|06/19/2006|nadc06|06/14/2006|06/13/2006|7320090|C|||
CREDIT MANAGEMENT SERVICES, INC.|99CON07461|06/19/2006|nadc06|06/15/2006|06/14/2006|7320086|C|||
ENVISIONS, INC|06CUA03722|06/19/2006|nadc06|06/15/2006|06/14/2006|7320088|C|||
APOLLO GROUP, INC.|05CUA03269|06/19/2006|nadc06|06/15/2006|06/15/2006|7320085|C|||
NE CREDIT UNION LEAGUE |99CUA03082|06/19/2006|nadc06|06/16/2006|06/15/2006|7320092|I|||
FRASER STRYKER PC LLO|99CUA00203|06/19/2006|nadc06|06/14/2006|06/13/2006|7320089|C|||
WICK\'S TRUCK TRAILERS, INC.|05CUA03354|06/27/2006|nadc06|06/20/2006|06/16/2006|7330070|C|||
JENSEN ASSOCIATES, INC.|99CUA00066|08/07/2006|nadc06|08/02/2006|08/02/2006|7340073|C|||
AMERITAS INVESTMENT CORP|99CUA00370|11/20/2008|nadc06|08/03/2006|08/03/2006|7340066|C|||
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|08/14/2006|nadc06|08/07/2006|08/04/2006|7340110|C|||
AMERICINN INTERNATIONAL, LLC|06CUA03763|08/14/2006|nadc06|08/07/2006|08/03/2006|7340112|C|||
CENTRAL STATES HEALTH & LIFE CO. OF OMAHA|99CUA00476|08/14/2006|nadc06|08/07/2006|08/04/2006|7340114|C|||
FBG SERVICE CORP|06CUA03596|08/14/2006|nadc06|08/07/2006|08/04/2006|7340119|C|||
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|08/14/2006|nadc06|08/07/2006|08/04/2006|7340121|C|||
COX COMMUNICATIONS, INC.|99CUA00739|08/14/2006|nadc06|08/07/2006|08/04/2006|7340115|C|||
COX COMMUNICATIONS, INC.|99CUA00739|08/14/2006|nadc06|08/07/2006|08/04/2006|7340116|C|||
MIDWEST  MEDICAL TRANSPORT CO.|05CUA03214|08/14/2006|nadc06|08/07/2006|08/05/2006|7340124|C|||
YOUR SELLING TEAM, INC|06CUA03764|08/14/2006|nadc06|08/07/2006|08/02/2006|7340133|C|||
NE FARM BUREAU FEDERATION|99CUA00799|01/17/2007|nadc02|01/08/2007|01/05/2007|7420200|I|99PAC00055|secretary - duplication and filing  treasurer - accounting functions|NE FARM BUREAU FEDERATION PAC
TYSON FOODS, INC|99CON06054|01/17/2007|nadc02|01/08/2007|01/08/2007|7420204|C|||
ARTICLES GALLERY|06CUA03968|02/22/2007|nadc06|02/15/2007|02/12/2007|7460002|C|||
KELLEY &  LEHAN PC|99CUA00067|02/12/2007|nadc06|02/07/2007|02/06/2007|7450121|C|||
HOPPE, INC.|99CUA02683|02/08/2007|nadc06|01/25/2007|01/24/2007|7440086|C|||
BIG RED LOTTERY SERVICES, LTD|99CON00253|02/22/2007|nadc06|02/13/2007|02/12/2007|7460005|C|||
BD CONSTRUCTION|07CUA04543|02/22/2007|nadc06|02/13/2007|02/09/2007|7460004|C|||
COX COMMUNICATIONS, INC.|99CUA00739|02/22/2007|nadc06|02/13/2007|02/13/2007|7460008|C|||
COLUMBUS AREA CHAMBER COMM|08CUA05606|11/10/2008|nadc06|11/06/2008|11/05/2008|7840112|I|||
COMPASS GROUP|08CUA05607|11/10/2008|nadc06|11/06/2008|11/05/2008|7840113|C|||
DAWSON COUNTY AREA ECON. DEV.|08CUA05608|11/10/2008|nadc06|11/06/2008|11/05/2008|7840115|I|||
GRAND ISLAND AREA ECONOMIC DEV|99CUA02696|11/10/2008|nadc06|11/06/2008|11/05/2008|7840117|C|||
MINDEN EXCHANGE BANK & TRUST CO|99CON05247|11/10/2008|nadc06|11/06/2008|11/05/2008|7840125|C|||
PHELPS COUNTY DEVELOPMENT CORP|08CUA05611|11/10/2008|nadc06|11/06/2008|11/05/2008|7840134|C|||
SCOTTSBLUFF EDUCATION ASSOCIATION|07CUA04651|11/10/2008|nadc06|11/06/2008|11/03/2008|7840137|P|||
UNITED HEALTHCARE OF THE MIDLANDS, INC.|08CUA05721|10/28/2009|nadc06|11/06/2008|11/04/2008|7840144|C|||
VETTER HEALTH SERVICES, INC.|99CUA00338|11/10/2008|nadc06|11/06/2008|11/05/2008|7840145|C|||
WEBER INSURANCE AGENCY, INC.|08CUA05612|11/10/2008|nadc06|11/06/2008|11/05/2008|7840146|C|||
TEAMSTERS JOINT COUNCIL NO 554 / 81 DRIVE|99CUA00090|11/10/2008|nadc06|11/06/2008||7840139|C|||
MEDICO INSURANCE COMPANY|06CUA03612|11/10/2008|nadc06|11/06/2008||7840124|C|||
EHPV LOTTERY SERVICES LLC|08CUA04940|11/10/2008|nadc06|11/07/2008|11/06/2008|7840116|C|||
MUTUAL OF OMAHA INSURANCE COMPANY|99CUA00683|11/10/2008|nadc06|11/07/2008|11/07/2008|7840126|C|99PAC00034|70 hours of personal service of two employees in connection with the administration of IMPAC, a separate segregated political fund.|MUTUAL OF OMAHA COMPANIES PAC (IMPAC)
NATIONAL EDUCATION LOAN NETWORK, INC.|08CUA05722|11/10/2008|nadc06|11/07/2008|11/06/2008|7840127|C|||
PFIZER, INC|06CUA04348|11/10/2008|nadc06|11/07/2008|11/03/2008|7840133|C|||
MEDCO HEALTH SOLUTIONS, INC.|06CUA03654|11/10/2008|nadc06|11/07/2008||7840123|C|||
O\'HARA, LINDSAY & ASSOCIATES, INC.|99CUA00069|11/10/2008|nadc06|11/07/2008||7840131|C|||
NE STATE EDUCATION ASSOCIATION|99CUA00350|11/17/2008|nadc06|11/10/2008||7840177|C|||
WERNER ENTERPRISES, INC.|99CUA00553|11/17/2008|nadc06|11/10/2008|11/07/2008|7840184|C|||
DAY COMPANIES INC., THE|99CUA00951|11/17/2008|nadc06|11/12/2008|11/10/2008|7840169|C|||
DLR GROUP SERVICES, INC.|99CUA00678|11/17/2008|nadc06|11/12/2008|11/10/2008|7840168|C|||
NE BANKERS ASSOCIATION|99CUA00925|11/17/2008|nadc06|11/12/2008|11/11/2008|7840175|I|99PAC00041|10/15/2008 Administrative & Secretarial Support  10/31/2008 Postage   10/31/2008 Administrative & Secretarial Support|NE BANKERS STATE PAC
RTG MEDICAL , INC.|08CON14344|11/17/2008|nadc06|11/10/2008|11/07/2008|7840181|C|||
ANHEUSER-BUSCH COMPANIES|99CUA00091|10/13/2010|nadc05|11/17/2008||7840228|C|||
MCMANUS ENTERPRISES, DBA HEIDELBERGS|99CUA02931|04/25/2002|TERII   |04/24/2002|04/23/2002|6390033|C|          ||
NE STATE FIRE MARSHALL ASSN|99CUA02932|05/06/2002|SERENAD |04/29/2002|04/26/2002|6390189|C|          ||
SCOTT LIGGETT, MD|99CUA02933|05/06/2002|SERENAD |04/29/2002|04/26/2002|6390194|C|          ||
CARGILL INCORPORATED|99CUA02934|05/13/2002|TERII   |05/06/2002|05/03/2002|6400155|C|          ||
NE CONSERVATION OFFICERS ASSN|99CUA02935|05/13/2002|TERII   |05/10/2002|05/09/2002|6400166|I|          ||
765, INC. DBA CLUB PATRICKS|99CUA02937|05/20/2002|TERII   |05/14/2002|05/13/2002|6400229|C|          ||
CATTLEMAN\'S OPEN|99CUA02938|05/20/2002|TERII   |05/17/2002|05/16/2002|6400233|C|          ||
DIRECT MEDIA MARKETING|99CUA02939|05/28/2002|TERII   |05/21/2002|05/20/2002|6410026|C|          ||
WISNER WEST, INC|99CUA02940|05/31/2002|TERII   |05/31/2002|05/30/2002|6410062|C|          ||
VALENTINO\'S|99CUA02944|06/14/2002|TERII   |06/11/2002|06/10/2002|6410150|C|          ||
MCCALLIE ASSOCIATES, INC|99CUA02945|06/14/2002|TERII   |06/13/2002|06/11/2002|6410139|C|          ||
MID-STATES UTILITY TRAILER SALES INC|99CUA02946|06/14/2002|TERII   |06/14/2002|06/10/2002|6410140|C|          ||
PETOM, INC|99CUA02947|06/14/2002|TERII   |06/14/2002|06/13/2002|6410142|C|          ||
WAL-MART STORES, INC|99CUA02948|06/24/2002|TERII   |06/17/2002|06/14/2002|6410235|C|          ||
WIGHTMAN & WIGHTMAN LAW OFFICE|99CUA02949|07/12/2002|TERII   |07/08/2002|07/05/2002|6420212|C|          ||
PAYPAL, INC (CA)|99CUA02951|07/19/2002|TERII   |07/18/2002|07/17/2002|6420237|C|          ||
JONES MANUFACTURING CO|99CUA02952|08/12/2002|TERII   |08/05/2002|08/02/2002|6430081|C|          ||
AMERICAL INC|99CUA02953|08/12/2002|TERII   |08/08/2002|08/07/2002|6430071|C|          ||
COUNTRYSIDE VILLAGE INC|99CUA02954|08/19/2002|TERII   |08/13/2002|08/12/2002|6430108|C|          ||
COUNTRYSIDE VILLAGE INC|99CUA02954|06/24/2004|CHERYLD |06/14/2004|06/10/2004|6810244|C|          ||
COUNTRYSIDE VILLAGE INC|99CUA02954|11/01/2004|CORIEJ  |10/27/2004|10/26/2004|6870093|C|          ||
COUNTRYSIDE VILLAGE INC|99CUA02954|03/15/2005|nadc01|03/08/2005|03/07/2005|6950196|C|          ||
DUDLEY LAUNDRY COMPANY|99CUA02955|09/06/2002|TERII   |09/06/2002|09/05/2002|6430192|C|          ||
INSURANCE ASSOCIATES, INC|99CUA02956|09/13/2002|TERII   |09/09/2002|09/06/2002|6430233|C|          ||
R & M ENTERPRISES|99CUA02957|09/13/2002|TERII   |09/11/2002|09/10/2002|6430246|C|          ||
PANDA INC DBA ARBY|99CUA02958|09/13/2002|TERII   |09/13/2002|09/12/2002|6430242|C|          ||
NEBRASKA-IOWA INC|99CUA02959|09/23/2002|TERII   |09/20/2002|09/19/2002|6440015|C|          ||
NORFOLK FIREFIGHTERS IAFF 1005|99CUA02960|09/27/2002|TERII   |09/26/2002|09/25/2002|6440035|C|          ||
JOHNSON & JOHNSON|99CUA02961|10/15/2002|TERII   |10/07/2002|10/07/2002|6450032|C|          ||
JOHNSON & JOHNSON|99CUA02961|11/18/2002|SERENAD |11/12/2002|11/12/2002|6470139|C|          ||
JOHNSON & JOHNSON|99CUA02961|04/21/2004|CHERYLD |04/14/2004|04/14/2004|6780151|C|          ||
HEIMES EXCAVATING & UTILITIES CORP|99CUA02963|10/15/2002|TERII   |10/09/2002|10/08/2002|6450026|C|          ||
ALSAM ENTERPRISES, LLC|99CUA02964|10/21/2002|SERENAD |10/15/2002|10/12/2002|6450079|C|          ||
LINDEN COURT|99CUA02966|10/21/2002|SERENAD |10/15/2002|10/11/2002|6450096|C|          ||
ART WEARS LINCOLN, INC|99CUA02967|10/21/2002|SERENAD |10/16/2002|10/15/2002|6450080|C|          ||
NE STATE BOARD OF AGRICULTURE|99CUA02969|10/21/2002|SERENAD |10/18/2002|10/17/2002|6450100|C|          ||
PLATTE CO. AGRICULTURAL SOCIET|99CUA02970|10/21/2002|SERENAD |10/18/2002|10/17/2002|6450103|C|          ||
SHEET METAL WORKERS\' LOCAL #3|99CUA02971|10/28/2002|SERENAD |10/23/2002|10/22/2002|6460006|C|          ||
CENTRAL DISTRIBUTORS INC|99CUA02973|11/04/2002|SERENAD |10/28/2002|10/25/2002|6460217|C|          ||
GREATER NORFOLK ECONOMIC DEVEL|99CUA02974|11/04/2002|SERENAD |10/29/2002|10/28/2002|6460223|C|          ||
THOMPSON REALTY GROUP (RIDGELINE RD)|99CUA02975|11/04/2002|SERENAD |10/29/2002|10/28/2002|6460246|C|          ||
L. J. WEBB CONTRACTOR INC.|99CUA02976|11/04/2002|SERENAD |10/29/2002|10/28/2002|6470001|C|          ||
NWW, INC.|99CUA02977|03/08/2005|CORIEJ  |10/31/2002|10/29/2002|6460234|C|          ||
NWW, INC.|99CUA02977|03/15/2005|nadc01|03/08/2005|03/08/2005|6950212|C|          ||
PANHANDLE RURAL ELECTRIC|99CUA02978|11/04/2002|SERENAD |10/31/2002|10/28/2002|6460238|C|          ||
TAYLINE INDUSTRIES, INC.|99CUA02979|11/04/2002|SERENAD |10/31/2002|10/30/2002|6460245|C|          ||
HOUSE OF MUFFLERS & BRAKES|99CUA02980|11/08/2002|PATTIEV |11/01/2002|10/31/2002|6460225|C|          ||
ELEVATOR CONSTRUCTORS LOCAL UN|99CUA02981|11/04/2002|SERENAD |11/01/2002|10/31/2002|6460219|C|          ||
US BANK|99CUA02982|11/04/2002|SERENAD |11/01/2002|10/31/2002|6460248|C|          ||
US BANK|99CUA02982|03/17/2003|SERENAD |03/10/2003|03/10/2003|6540167|C|          ||
US BANK|99CUA02982|09/20/2004|CORIEJ  |09/14/2004|09/13/2004|6840179|C|          ||
US BANK - MINNEAPOLIS|99CUA02983|11/12/2002|SERENAD |11/04/2002|10/31/2002|6470103|C|          ||
CENTRA GROUP, INC.|99CUA02984|11/12/2002|SERENAD |11/07/2002|11/06/2002|6470067|C|          ||
FIRST DATA RESOURCES, INC.|99CUA02987|11/12/2002|SERENAD |11/08/2002|11/08/2002|6470074|C|          ||
WESTSIDE HIGH SCHOOL ALUMNI AS|99CUA02989|11/18/2002|SERENAD |11/14/2002|11/13/2002|6470153|C|          ||
FOOD SERVICES OF AMERICA|99CUA02992|12/02/2002|SERENAD |11/25/2002|11/22/2002|6470185|C|          ||
SECURITY NATIONAL CORPORATION|99CUA02993|12/02/2002|SERENAD |11/26/2002|11/26/2002|6470188|C|          ||
SECURITY NATIONAL CORPORATION|99CUA02993|08/23/2004|SERENAD |08/16/2004|08/13/2004|6830240|C|          ||
SECURITY NATIONAL CORPORATION|99CUA02993|01/18/2005|CORIEJ  |01/10/2005|01/07/2005|6900181|C|          ||
T\'S STOP N SHOP INC.|99CUA02994|12/02/2002|SERENAD |11/27/2002|11/26/2002|6470189|C|          ||
HAPPY PORK INC.|99CUA02995|12/09/2002|PATTIEV |12/02/2002|11/27/2002|6470203|C|          ||
NE STATE COUNCIL OF ELECTRICAL|99CUA02996|12/09/2002|PATTIEV |12/06/2002|12/03/2002|6470208|C|          ||
PAPILLION PROFESSIONAL FIRE FIGHTERS #3767|99CUA02997|01/13/2003|SERENAD |01/06/2003|01/04/2003|6480233|L|          ||
HARTLAND HOMES, INC.|99CUA02999|02/03/2003|SERENAD |01/28/2003|01/24/2003|6500182|C|          ||
HARTLAND HOMES, INC.|99CUA02999|02/03/2003|SERENAD |01/29/2003|01/24/2003|6500183|C|          ||
HARTLAND HOMES, INC.|99CUA02999|09/07/2004|CORIEJ  |08/31/2004|08/30/2004|6840056|C|          ||
OMAHA & SW IOWA BUILDING & CONSTRUCTION  |99CUA03000|02/10/2003|SERENAD |02/06/2003|02/05/2003|6510049|L|          ||
OMAHA & SW IOWA BUILDING & CONSTRUCTION  |99CUA03000|05/07/2004|CHERYLD |04/29/2004|04/28/2004|6790090|C|          ||
OMAHA & SW IOWA BUILDING & CONSTRUCTION  |99CUA03000|10/01/2004|JIMS    |06/28/2004|06/25/2004|6820163|L|          ||
OMAHA & SW IOWA BUILDING & CONSTRUCTION  |99CUA03000|10/18/2004|CORIEJ  |10/12/2004|10/11/2004|6860035|C|          ||
OMAHA & SW IOWA BUILDING & CONSTRUCTION  |99CUA03000|12/13/2004|SERENAD |12/09/2004|12/08/2004|6880190|C|          ||
SCHROCK INNOVATIONS, INC.|99CUA03001|02/18/2003|SERENAD |02/13/2003|02/12/2003|6510093|C|          ||
SILVER OFFICES, LLC|99CUA03002|02/18/2003|SERENAD |02/13/2003|02/12/2003|6510094|C|          ||
WEST PARK, LLC|99CUA03003|02/18/2003|SERENAD |02/13/2003|02/12/2003|6510097|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|02/24/2003|SERENAD |02/18/2003|02/14/2003|6510155|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|02/24/2003|SERENAD |02/19/2003|02/18/2003|6510156|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|04/14/2003|SERENAD |04/10/2003|04/10/2003|6600221|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|05/19/2003|SERENAD |05/16/2003|05/15/2003|6610239|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|07/21/2003|SERENAD |07/14/2003|07/11/2003|6630120|C|          ||
PLATTE COUNTY AMBULANCE CO.|99CUA03004|10/06/2003|PATTIEV |09/30/2003|09/29/2003|6640019|C|          ||
WILSON & COMPANY, INC., ENGINEERS & ARCHITECTS|10CUA06614|09/27/2010|nadc06|09/20/2010|09/16/2010|8270170|C|||
SPEECE-LEWIS ENGINEERS, INC|99CUA02888|10/12/2010|nadc06|10/08/2010|10/07/2010|8280202|C|||
SCHARF FARMS, INC.|10CUA06682|02/09/2011|nadc06|02/03/2011|02/01/2011|8350229|C|||
GRETNA AREA DEVELOPMENT CORPORATION|11CUA06798|02/14/2011|nadc06|02/10/2011|02/09/2011|8360064|C|||
NE CREDIT UNION LEAGUE |99CUA03082|02/28/2011|nadc06|02/24/2011|02/22/2011|8360248|I|||
FIRST NATIONAL OF NEBRASKA|99CUA00117|03/07/2011|nadc06|02/28/2011||8380033|C|||
NE CREDIT UNION LEAGUE |99CUA03082|02/28/2011|nadc06|02/24/2011|02/22/2011|8360248|I|||
NE RETAIL FEDERATION|99CUA00895|03/07/2011|nadc06|03/04/2011|03/03/2011|8380042|I|||
TENASKA, INC.|99CUA00714|03/14/2011|nadc06|03/07/2011|03/07/2011|8390117|C|||
NE HOSPITAL ASSOCIATION|99CUA00111|03/14/2011|nadc06|03/08/2011||8390113|C|10PAC00164|02/28/2011: OFFICE SUPPLIES AND EXPENSES POSTAGE COPIES CREDIT CARD FEES    02/28/2011: PERSONAL SERVICES PROCESS INCOMING CHECKS TRACK CONTRIBUTIONS AP AR    02/28/2011: PERSONAL SERVICES CONTINUED MEETINGS DUE DILIGENCE IT SUPPORT    02/28/2011: MEETINGS AND TRAVEL EXPENSES    |NE HOSPITAL ASSOCIATION PAC
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|06/24/2011|nadc05|04/25/2011|04/22/2011|8460234|C|||
RALSTON AREA CHAMBER OF COMMERCE|11CUA06828|05/02/2011|nadc01|04/25/2011|04/22/2011|8460242|C|||
UNION PACIFIC RAILROAD COMPANY|99CUA00078|05/09/2011|nadc01|04/07/2011|04/07/2011|8470074|C|||
OMAHA LANCER HOCKEY FOUNDATION|11CUA06819|06/14/2011|nadc01|06/08/2011|06/07/2011|8480003|C|||
FRASER STRYKER PC LLO|99CUA00203|06/20/2011|nadc01|06/13/2011|06/10/2011|8480049|C|||
H & H CHEVROLET, LLC|99CUA00481|06/20/2011|nadc01|06/15/2011||8480050|C|||
EHPV LOTTERY SERVICES LLC|08CUA04940|07/12/2011|nadc01|07/11/2011|07/08/2011|0|C|||
HDR, INC.|99CUA00046|08/08/2011|nadc01|08/03/2011|08/02/2011|8480219|C|||
COLUMBUS EDUCATION ASSOCIATION|99CUA02279|09/19/2011|nadc01|09/13/2011|09/09/2011|8490097|P|||
BUSINESS VENTURES LLC DBA PITCH PIZZERIA |11CUA06861|10/17/2011|nadc01|10/13/2011|10/12/2011|8490181|C|||
FIRST NATIONAL OF NEBRASKA|99CUA00117|10/31/2011|nadc01|10/24/2011||8490225|C|||
